# index, name, nodeLabel, _pos
4134,se,se,"array([0.1087014 , 0.22735284])"
4135,Mf,Mf,"array([0.32317723, 0.67310295])"
4136,ovo,ovo,"array([0.28362382, 1.11724354])"
4137,nAcRalpha-96Ab,nAcRalpha-96Ab,"array([0.42766635, 0.41365075])"
4138,Mst89B,Mst89B,"array([-0.09302043,  0.85015209])"
4139,CG6891,CG6891,"array([0.31204048, 0.73262268])"
4140,CG8078,CG8078,"array([0.36218003, 0.47327696])"
4141,CG7033,CG7033,"array([0.35623725, 0.90306925])"
4142,CG9363,CG9363,"array([-0.57032119,  0.85428825])"
4143,CG6951,CG6951,"array([0.1709851 , 0.46183378])"
4144,Snmp,Snmp,"array([0.26074443, 1.57449458])"
4145,CG7053,CG7053,"array([-0.31979848,  1.57580397])"
4146,Atg13,Atg13,"array([-0.16436332,  1.32010719])"
4147,CG7054,CG7054,"array([0.36072979, 0.87778455])"
4148,mRpL24,mRpL24,"array([-0.13714309,  0.98700182])"
4149,Cpr66Cb,Cpr66Cb,"array([0.55231037, 0.82955409])"
4150,cdc14,cdc14,"array([0.00306496, 0.9280997 ])"
4151,CG7145,CG7145,"array([-0.23079178,  0.92308616])"
4152,plu,plu,"array([0.0223871 , 0.94344901])"
4153,ldbr,ldbr,"array([0.33205025, 0.35501835])"
4154,CG9269,CG9269,"array([-0.0423235 ,  0.12508186])"
4155,CG7172,CG7172,"array([-0.01902433,  0.86672665])"
4156,Or59a,Or59a,"array([-0.41566418,  0.97792932])"
4157,TpnC47D,TpnC47D,"array([0.70798434, 0.89835007])"
4158,Uba2,Uba2,"array([0.40546329, 0.88892295])"
4159,CG9445,CG9445,"array([0.36569013, 1.36778849])"
4160,htl,htl,"array([0.17602845, 1.20553987])"
4161,coil,coil,"array([0.52474643, 1.11457417])"
4162,CG7231,CG7231,"array([0.29294716, 0.77460415])"
4163,Rpt4R,Rpt4R,"array([0.27253103, 0.4776639 ])"
4164,CG8036,CG8036,"array([0.38224806, 0.85091675])"
4165,CG7324,CG7324,"array([0.02688463, 1.01591544])"
4166,Ahcy89E,Ahcy89E,"array([0.1084638, 0.9347656])"
4167,CG7338,CG7338,"array([0.47510631, 0.61950911])"
4168,Ice,Ice,"array([0.46448504, 0.9162397 ])"
4169,bocksbeutel,bocksbeutel,"array([0.21076342, 0.78590427])"
4170,CG7928,CG7928,"array([-0.05645941,  0.6708088 ])"
4171,sut1,sut1,"array([0.703932  , 0.29629946])"
4172,PTP-ER,PTP-ER,"array([0.25209902, 1.16941443])"
4173,Trn,Trn,"array([0.42748474, 0.87356352])"
4174,ATPsyn-b,ATPsyn-b,"array([0.30899526, 0.75157108])"
4175,CG9135,CG9135,"array([-0.0011066 ,  0.44677298])"
4176,CG7429,CG7429,"array([-0.13168958,  0.52046593])"
4177,AGO2,AGO2,"array([0.14243179, 1.11314775])"
4178,CG9302,CG9302,"array([-0.14638533,  1.12323463])"
4179,CG7443,CG7443,"array([0.22112539, 0.28766895])"
4180,CG7519,CG7519,"array([1.35578022, 0.9904754 ])"
4181,CG7546,CG7546,"array([-0.03938098,  0.9743643 ])"
4182,CG8620,CG8620,"array([-0.09820821,  1.10004947])"
4183,CG9853,CG9853,"array([-0.29699866,  0.94335726])"
4184,Mtp,Mtp,"array([0.82544463, 1.21898871])"
4185,gt,gt,"array([0.2314539 , 0.91347587])"
4186,Syx6,Syx6,"array([0.47364129, 0.77580831])"
4187,\"l(2)k14505\",\"l(2)k14505\","array([-0.07322614,  1.32306274])"
4188,kug,kug,"array([0.92344787, 0.59528486])"
4189,Rpn1,Rpn1,"array([0.43815925, 0.89396707])"
4190,CG7903,CG7903,"array([0.28181671, 0.61278188])"
4191,CG7778,CG7778,"array([-0.50805819,  1.52082078])"
4192,CG8928,CG8928,"array([0.93786503, 0.53989344])"
4193,Spargel,Spargel,"array([ 0.09758143, -0.04164461])"
4194,CG7806,CG7806,"array([0.61030787, 0.20939322])"
4195,CG7845,CG7845,"array([-0.20634815,  0.93137404])"
4196,eIF2B-alpha,eIF2B-alpha,"array([-0.48424541,  1.58279584])"
4197,put,put,"array([0.05428649, 1.2033634 ])"
4198,CG7927,CG7927,"array([0.67823559, 0.92503166])"
4199,CG9573,CG9573,"array([-0.00475381,  0.76800888])"
4200,RpL32,RpL32,"array([0.51439334, 0.71465481])"
4201,wus,wus,"array([0.79820067, 0.59897031])"
4202,CG7946,CG7946,"array([0.11892881, 1.14135169])"
4203,ics,ics,"array([0.01127397, 1.00001175])"
4204,alphaCop,alphaCop,"array([-0.06766009,  0.78069266])"
4205,CG7997,CG7997,"array([-0.16531004,  0.79746528])"
4206,CG9628,CG9628,"array([-0.5324523 ,  0.84062748])"
4207,Rrp42,Rrp42,"array([-0.77021943,  0.91878812])"
4208,CG9021,CG9021,"array([0.76051469, 0.90422668])"
4209,nudE,nudE,"array([0.19956892, 0.67705789])"
4210,CG8959,CG8959,"array([-0.26080542,  0.78412809])"
4211,CG8569,CG8569,"array([0.13368793, 0.66924668])"
4212,casp,casp,"array([0.24991895, 0.52547091])"
4213,CG8219,CG8219,"array([0.19381168, 1.00275937])"
4214,CG8435,CG8435,"array([0.1644327 , 0.62883235])"
4215,tun,tun,"array([-0.3498745,  0.4143492])"
4216,CG8281,CG8281,"array([-0.18117743,  0.43489063])"
4217,mRpL3,mRpL3,"array([-0.33374301,  0.42898036])"
4218,Tango7,Tango7,"array([0.0435936 , 0.78553323])"
4219,CG8331,CG8331,"array([0.17993749, 0.23669235])"
4220,CG8349,CG8349,"array([0.19005548, 0.53063749])"
4221,CG8360,CG8360,"array([0.00267531, 0.67399872])"
4222,HLHm7,HLHm7,"array([0.10787783, 0.85064014])"
4223,CG9813,CG9813,"array([-0.51423703,  1.34699704])"
4224,CG8630,CG8630,"array([0.73152818, 1.05401463])"
4225,Hrb98DE,Hrb98DE,"array([0.06376982, 1.05903696])"
4226,CG9977,CG9977,"array([0.24353006, 0.89768012])"
4227,Prosbeta1,Prosbeta1,"array([0.50695396, 0.8904749 ])"
4228,Vps16A,Vps16A,"array([0.87316829, 0.95656786])"
4229,Nup44A,Nup44A,"array([0.59600102, 0.5865693 ])"
4230,egh,egh,"array([0.91341294, 0.56911617])"
4231,CG8436,CG8436,"array([0.12821891, 0.34213061])"
4232,mRpL50,mRpL50,"array([0.26243513, 0.2802977 ])"
4233,CG8481,CG8481,"array([0.94203768, 0.69966036])"
4234,topi,topi,"array([0.28144058, 0.51924632])"
4235,CG8500,CG8500,"array([0.74862838, 0.79864165])"
4236,Cpr49Ac,Cpr49Ac,"array([0.3344025 , 0.58692261])"
4237,B4,B4,"array([-0.11693328,  0.45351469])"
4238,CG8578,CG8578,"array([0.5061098 , 0.61971308])"
4239,mmd,mmd,"array([0.06958821, 1.09333219])"
4240,pnut,pnut,"array([0.31007792, 1.11456073])"
4241,tsu,tsu,"array([0.57480953, 0.72442297])"
4242,mago,mago,"array([0.48696904, 0.79251562])"
4243,sec5,sec5,"array([0.05459527, 1.11654018])"
4244,hrg,hrg,"array([0.18718375, 1.05194193])"
4245,CG8851,CG8851,"array([0.16070355, 0.83810892])"
4246,CG8861,CG8861,"array([-0.37638686,  0.79416957])"
4247,glob1,glob1,"array([0.14714309, 0.66574393])"
4248,ade2,ade2,"array([0.37442009, 0.38857038])"
4249,Rbp4,Rbp4,"array([0.07152987, 0.82750943])"
4250,Nipsnap,Nipsnap,"array([-0.12408546,  0.82577513])"
4251,CG9259,CG9259,"array([0.03485406, 1.65144139])"
4252,Fib,Fib,"array([0.06631345, 1.32395776])"
4253,CG9674,CG9674,"array([-0.29095818,  0.66299029])"
4254,Mst84Dc,Mst84Dc,"array([0.08186477, 0.88956245])"
4255,Mst84Da,Mst84Da,"array([-0.01185321,  0.78473209])"
4256,mus205,mus205,"array([0.15431196, 0.67298439])"
4257,ssh,ssh,"array([-0.18305136,  0.81911234])"
4258,pex2,pex2,"array([-0.07422546,  0.33059314])"
4259,CG6945,CG6945,"array([0.00191375, 0.86392742])"
4260,Syt14,Syt14,"array([-0.05896797,  1.16048274])"
4261,Poxm,Poxm,"array([0.40009225, 0.83562883])"
4262,CG10019,CG10019,"array([0.61505842, 0.29704443])"
4263,Invadolysin,Invadolysin,"array([0.34152737, 0.54498329])"
4264,bcd,bcd,"array([-0.00694135,  0.87532783])"
4265,Fak56D,Fak56D,"array([0.20445635, 0.5344874 ])"
4266,tral,tral,"array([0.22653876, 0.7631828 ])"
4267,\"l(2)37Cc\",\"l(2)37Cc\","array([0.31696619, 0.80412773])"
4268,CG13840,CG13840,"array([0.02626664, 0.82411039])"
4269,alphaTub84B,alphaTub84B,"array([0.20660923, 0.85107417])"
4270,CG31775,CG31775,"array([-0.23476673,  1.10668148])"
4271,Sirt4,Sirt4,"array([-0.00492838,  0.81396858])"
4272,hbn,hbn,"array([0.02396711, 0.84137829])"
4273,gcm2,gcm2,"array([-0.0118528 ,  0.82416663])"
4274,CG4404,CG4404,"array([-0.20452816,  1.21302014])"
4275,CG5885,CG5885,"array([0.40553683, 1.02719697])"
4276,Nep1,Nep1,"array([-0.17834468,  1.23356173])"
4277,slou,slou,"array([-0.12932338,  0.81585167])"
4278,Nrt,Nrt,"array([0.10281166, 0.97915184])"
4279,for,for,"array([0.29196915, 1.05260733])"
4280,CG12065,CG12065,"array([-0.05626682,  1.0995804 ])"
4281,Rack1,Rack1,"array([0.19990812, 0.80594067])"
4282,CG9917,CG9917,"array([0.46040785, 0.85338965])"
4283,otp,otp,"array([-0.05406954,  1.28470189])"
4284,vvl,vvl,"array([-0.02593975,  1.13942741])"
4285,CG3270,CG3270,"array([-0.28149129,  0.40403086])"
4286,CG14718,CG14718,"array([0.35887543, 0.62614141])"
4287,CG17819,CG17819,"array([0.27152292, 0.42209549])"
4288,Pk17E,Pk17E,"array([0.10237304, 0.8330273 ])"
4289,CG10055,CG10055,"array([-0.29735301,  0.466822  ])"
4290,CG15136,CG15136,"array([0.59063143, 0.8068339 ])"
4291,C1GalTA,C1GalTA,"array([0.23660518, 0.7453878 ])"
4292,G-ialpha65A,G-ialpha65A,"array([0.19426478, 0.61525309])"
4293,Act57B,Act57B,"array([0.28057328, 0.77655165])"
4294,vir-1,vir-1,"array([0.13519721, 0.5020691 ])"
4295,CG5023,CG5023,"array([0.51998241, 0.86415179])"
4296,Wwox,Wwox,"array([-0.12093391,  0.54966274])"
4297,star1,star1,"array([-0.033658  ,  0.82550832])"
4298,CG10068,CG10068,"array([-0.117376  ,  0.53720496])"
4299,CG7849,CG7849,"array([-0.04079113,  0.79309058])"
4300,Nc73EF,Nc73EF,"array([0.27447942, 0.7274969 ])"
4301,LpR2,LpR2,"array([0.35685846, 1.161722  ])"
4302,CG9603,CG9603,"array([0.13859897, 1.61018479])"
4303,CG10077,CG10077,"array([0.00329167, 0.84027357])"
4304,adat,adat,"array([-0.04714271,  0.64314806])"
4305,CG10081,CG10081,"array([ 4.12102156, -1.56776271])"
4306,CG32372,CG32372,"array([ 4.10060385, -1.61342575])"
4307,CG10083,CG10083,"array([0.37896873, 1.49980458])"
4308,CaMKII,CaMKII,"array([0.27049473, 1.1342411 ])"
4309,kibra,kibra,"array([-0.00353671,  0.90160328])"
4310,Psa,Psa,"array([0.47795025, 0.95527183])"
4311,GstD9,GstD9,"array([0.36220744, 0.33138121])"
4312,CG10092,CG10092,"array([0.12761072, 0.23750826])"
4313,CG10098,CG10098,"array([-0.0543662 ,  0.48865786])"
4314,ND75,ND75,"array([0.29953747, 0.65526523])"
4315,spas,spas,"array([0.67977732, 0.77763258])"
4316,RpS15,RpS15,"array([0.25142631, 0.56822363])"
4317,CG9436,CG9436,"array([0.43855024, 0.76789948])"
4318,CG10104,CG10104,"array([0.63080336, 1.30834854])"
4319,CG42369,CG42369,"array([0.36109388, 1.08325443])"
4320,Tsp42Ee,Tsp42Ee,"array([0.15638667, 0.34208679])"
4321,CG1354,CG1354,"array([0.50801527, 0.808932  ])"
4322,Pros28.1,Pros28.1,"array([0.46564548, 0.8445601 ])"
4323,CG3726,CG3726,"array([0.23404633, 0.76703619])"
4324,Cg25C,Cg25C,"array([0.29560135, 0.97072204])"
4325,CG4282,CG4282,"array([0.14993957, 0.90534532])"
4326,Rab11,Rab11,"array([0.33550304, 0.80820833])"
4327,betaTub56D,betaTub56D,"array([0.16632608, 0.77866492])"
4328,RpS30,RpS30,"array([0.08770752, 0.65869439])"
4329,Plap,Plap,"array([-0.08182476,  0.82153561])"
4330,CG5112,CG5112,"array([-0.41453255,  0.54566411])"
4331,smg,smg,"array([0.21459387, 0.94026247])"
4332,hb,hb,"array([-0.0122722,  1.0269342])"
4333,LamC,LamC,"array([0.02855625, 0.54901306])"
4334,Men,Men,"array([0.38982211, 0.92271668])"
4335,Ir60a,Ir60a,"array([0.27529364, 0.73795684])"
4336,CG15177,CG15177,"array([0.30139769, 0.70382633])"
4337,RpI1,RpI1,"array([0.2496641 , 0.21728623])"
4338,zpg,zpg,"array([-0.47672203,  0.89633951])"
4339,B52,B52,"array([-0.06944913,  0.8811544 ])"
4340,Sec61beta,Sec61beta,"array([0.34011925, 1.19866897])"
4341,CG10132,CG10132,"array([0.68196363, 1.24421942])"
4342,MRP,MRP,"array([0.40234086, 0.99394083])"
4343,CG10133,CG10133,"array([0.45138602, 0.71831762])"
4344,prc,prc,"array([0.12666217, 0.71884673])"
4345,RpS23,RpS23,"array([0.2152851, 0.7420824])"
4346,mspo,mspo,"array([0.14167596, 0.18466358])"
4347,CG10147,CG10147,"array([0.21152524, 0.91961542])"
4348,CG3735,CG3735,"array([0.38373024, 0.64858058])"
4349,Hrd3,Hrd3,"array([0.36419539, 0.83081847])"
4350,CG11505,CG11505,"array([0.10596809, 0.90798828])"
4351,CG13694,CG13694,"array([0.54426631, 0.91232631])"
4352,RpII140,RpII140,"array([-0.00672445,  1.13891467])"
4353,RpL15,RpL15,"array([0.14635142, 0.78305565])"
4354,porin,porin,"array([0.36857883, 0.88198981])"
4355,CG9425,CG9425,"array([0.28939531, 0.54616918])"
4356,CG13742,CG13742,"array([0.11351956, 0.66035823])"
4357,CG8216,CG8216,"array([-0.12650037,  0.74820724])"
4358,CG10163,CG10163,"array([0.76619067, 1.20129097])"
4359,Gie,Gie,"array([0.46527803, 0.98887732])"
4360,DAAM,DAAM,"array([-0.2457481 ,  0.73534407])"
4361,HP1e,HP1e,"array([0.16581037, 0.71500892])"
4362,Sc2,Sc2,"array([0.3547722 , 0.92394496])"
4363,CG15514,CG15514,"array([0.01321768, 0.65471095])"
4364,CG10175,CG10175,"array([0.11890304, 0.18072918])"
4365,CG10188,CG10188,"array([0.44255857, 0.35171381])"
4366,CG11015,CG11015,"array([-0.23606163,  0.65460168])"
4367,PhKgamma,PhKgamma,"array([0.17576414, 0.57534493])"
4368,CG31624,CG31624,"array([-0.2130939 ,  0.80765536])"
4369,nimB2,nimB2,"array([-0.14858375,  0.7495046 ])"
4370,ImpE1,ImpE1,"array([0.10077238, 0.96065782])"
4371,Pfk,Pfk,"array([-0.00854319,  1.09276667])"
4372,eIF4G2,eIF4G2,"array([0.04545589, 0.71667496])"
4373,CG13427,CG13427,"array([-0.29221647,  0.57554058])"
4374,CG14563,CG14563,"array([-0.10370432,  0.53516165])"
4375,Chd64,Chd64,"array([0.30594284, 0.81727283])"
4376,cathD,cathD,"array([0.34928447, 0.87854109])"
4377,\"mod(r)\",\"mod(r)\","array([0.22683323, 0.86652466])"
4378,shi,shi,"array([0.17458001, 1.04929097])"
4379,CycB,CycB,"array([0.14524184, 0.8831172 ])"
4380,CG3589,CG3589,"array([-0.17345858,  0.3612341 ])"
4381,Nmda1,Nmda1,"array([-0.00700571,  0.63663163])"
4382,CG3961,CG3961,"array([-0.28023878,  0.51142699])"
4383,Cyp4g1,Cyp4g1,"array([0.13084839, 0.70249762])"
4384,CG40160,CG40160,"array([-0.09175734,  0.32939062])"
4385,RpS25,RpS25,"array([0.05206698, 0.87860628])"
4386,Pgi,Pgi,"array([0.29991949, 1.0007165 ])"
4387,26-29-p,26-29-p,"array([0.12388321, 0.83833831])"
4388,CG17107,CG17107,"array([0.07679221, 1.1428161 ])"
4389,CG13492,CG13492,"array([-0.14965998,  0.76684364])"
4390,CG18539,CG18539,"array([0.27340995, 0.45929296])"
4391,CG2371,CG2371,"array([0.0451653 , 0.85927594])"
4392,SMC2,SMC2,"array([0.28113321, 0.28851973])"
4393,cdc2,cdc2,"array([0.01923977, 0.9151608 ])"
4394,CG10217,CG10217,"array([-0.42472982,  0.76832442])"
4395,CG1416,CG1416,"array([0.41206924, 0.96622344])"
4396,Art1,Art1,"array([0.22707277, 1.07686105])"
4397,CG11771,CG11771,"array([0.18873871, 0.69740222])"
4398,Pde11,Pde11,"array([-0.15499386,  0.80969673])"
4399,Spn31A,Spn31A,"array([-0.31623955,  0.78168181])"
4400,LanA,LanA,"array([0.1767209 , 0.99360564])"
4401,CG2540,CG2540,"array([0.23916478, 0.7870384 ])"
4402,Cyp6a23,Cyp6a23,"array([-0.32218248,  1.20205803])"
4403,LvpD,LvpD,"array([-0.20213919,  0.70935424])"
4404,Cyp6a20,Cyp6a20,"array([0.27482631, 1.4923716 ])"
4405,Epac,Epac,"array([0.20948932, 1.11469858])"
4406,Zyx102EF,Zyx102EF,"array([-0.10684434,  1.03401695])"
4407,D1,D1,"array([0.08481951, 0.836826  ])"
4408,CG10254,CG10254,"array([-0.21303471,  0.70778516])"
4409,CG13623,CG13623,"array([0.54499797, 0.38937092])"
4410,CG2233,CG2233,"array([0.36973279, 0.78224678])"
4411,CG10262,CG10262,"array([0.02107961, 0.96221361])"
4412,CG12256,CG12256,"array([0.17100154, 0.58870456])"
4413,Mur82C,Mur82C,"array([-0.23819425,  0.45844022])"
4414,CG13311,CG13311,"array([-0.10346605,  0.92642661])"
4415,CG14805,CG14805,"array([-0.33825575,  0.56551951])"
4416,tsg,tsg,"array([-0.03042777,  1.00721381])"
4417,CG15141,CG15141,"array([0.07188873, 0.67266525])"
4418,CG17380,CG17380,"array([-0.22339731,  0.64518395])"
4419,CG3021,CG3021,"array([0.0220741 , 0.74605254])"
4420,CG32369,CG32369,"array([0.12855355, 0.79033879])"
4421,CG5017,CG5017,"array([0.09592545, 0.97072747])"
4422,ari-1,ari-1,"array([-0.33653452,  0.7110689 ])"
4423,CG7763,CG7763,"array([0.1520545 , 0.83919025])"
4424,CG7963,CG7963,"array([-0.33799386,  0.60619493])"
4425,RpS15Aa,RpS15Aa,"array([0.00337362, 0.76576912])"
4426,chm,chm,"array([-0.08220942,  1.14106654])"
4427,Eip71CD,Eip71CD,"array([-0.24522825,  0.90584927])"
4428,CG9318,CG9318,"array([-0.47564167,  1.03558234])"
4429,CG15602,CG15602,"array([-0.0395588 ,  1.01267431])"
4430,CG17097,CG17097,"array([-0.01050947,  0.62737019])"
4431,RpS28b,RpS28b,"array([0.14997603, 0.92225716])"
4432,CG31140,CG31140,"array([0.0959211 , 0.72864416])"
4433,Mkrn1,Mkrn1,"array([0.10937337, 0.47092064])"
4434,Droj2,Droj2,"array([0.38262989, 0.92335591])"
4435,CG10274,CG10274,"array([-0.06239863,  0.87368837])"
4436,Tsp42Ec,Tsp42Ec,"array([-0.45994692,  0.8939967 ])"
4437,RpS13,RpS13,"array([0.22278912, 0.88062236])"
4438,CG8229,CG8229,"array([0.07921035, 0.87779343])"
4439,RpS29,RpS29,"array([0.28695098, 0.83567921])"
4440,CG10277,CG10277,"array([-0.17935107,  0.70402256])"
4441,CG10694,CG10694,"array([0.10268749, 0.61637329])"
4442,Nplp1,Nplp1,"array([0.25458502, 0.68761945])"
4443,Tsc1,Tsc1,"array([0.14002045, 0.96276797])"
4444,Antp,Antp,"array([0.04466021, 1.03933825])"
4445,CG15120,CG15120,"array([-0.08947367,  0.75079249])"
4446,CG10280,CG10280,"array([0.60192179, 1.36046036])"
4447,CG10283,CG10283,"array([0.44820364, 0.61913966])"
4448,CG10289,CG10289,"array([0.11397641, 0.54320689])"
4449,Cerk,Cerk,"array([0.03535473, 0.54276721])"
4450,CG10300,CG10300,"array([-0.13896233,  0.68458611])"
4451,bsf,bsf,"array([0.20607601, 0.61091493])"
4452,CG13287,CG13287,"array([0.04534305, 0.76569792])"
4453,gammaCop,gammaCop,"array([0.11338785, 0.60170618])"
4454,CG42593,CG42593,"array([0.36560827, 0.99108077])"
4455,Cpr92A,Cpr92A,"array([0.0236284 , 0.64631423])"
4456,garz,garz,"array([-0.17606948,  0.72843718])"
4457,Xbp1,Xbp1,"array([0.21087965, 0.9781909 ])"
4458,CG9986,CG9986,"array([0.36826172, 0.66372468])"
4459,Gapdh1,Gapdh1,"array([0.40359405, 0.79458674])"
4460,cher,cher,"array([0.19191035, 0.83243926])"
4461,lva,lva,"array([0.22235466, 0.92787026])"
4462,Nopp140,Nopp140,"array([0.07504051, 0.60507448])"
4463,abd-A,abd-A,"array([-0.01956147,  1.06526367])"
4464,CG10326,CG10326,"array([0.10896711, 0.38581155])"
4465,CG11138,CG11138,"array([0.07734431, 0.84177153])"
4466,CG12645,CG12645,"array([0.00849325, 0.78347586])"
4467,CG1298,CG1298,"array([0.01545098, 0.47831771])"
4468,CG1637,CG1637,"array([0.42868683, 0.75944146])"
4469,CG16892,CG16892,"array([-0.11485549,  0.9932562 ])"
4470,CG2962,CG2962,"array([0.00939952, 0.68594186])"
4471,CG34408,CG34408,"array([-0.39246742,  0.79063473])"
4472,bt,bt,"array([-0.11723686,  0.52304473])"
4473,CalpC,CalpC,"array([-0.39391639,  0.83947626])"
4474,CG5214,CG5214,"array([-0.14183277,  0.66750996])"
4475,CG5791,CG5791,"array([-0.03968994,  0.80371878])"
4476,CG6910,CG6910,"array([-0.03416399,  1.02498116])"
4477,pxt,pxt,"array([0.01154887, 0.90540527])"
4478,Gal,Gal,"array([-0.37655887,  0.75832702])"
4479,tacc,tacc,"array([0.18926299, 0.96619504])"
4480,skd,skd,"array([0.08199488, 1.02760059])"
4481,CG1418,CG1418,"array([0.18342611, 0.64269737])"
4482,Mst84Dd,Mst84Dd,"array([-0.16363088,  0.71831681])"
4483,Dfd,Dfd,"array([0.08509455, 0.9704328 ])"
4484,CG31759,CG31759,"array([-0.4071102 ,  0.90166724])"
4485,uzip,uzip,"array([-0.12161595,  0.72617729])"
4486,LIMK1,LIMK1,"array([-0.05011532,  0.89024274])"
4487,Nup58,Nup58,"array([0.16416962, 0.9999375 ])"
4488,CG4893,CG4893,"array([0.27915734, 0.87353578])"
4489,Rat1,Rat1,"array([0.28633598, 0.56225105])"
4490,CG10357,CG10357,"array([0.1368758 , 0.21261836])"
4491,Drp1,Drp1,"array([0.14197199, 0.71477202])"
4492,SKIP,SKIP,"array([0.20444029, 0.71861532])"
4493,RpL21,RpL21,"array([0.38393012, 1.01312406])"
4494,CG12885,CG12885,"array([0.47294388, 0.46244462])"
4495,CG14301,CG14301,"array([0.7766762 , 0.68433634])"
4496,RpL10Ab,RpL10Ab,"array([0.26795686, 0.88669111])"
4497,eIF-4a,eIF-4a,"array([0.16029691, 0.90472793])"
4498,RpL37a,RpL37a,"array([-0.02024854,  0.76251377])"
4499,CG3731,CG3731,"array([0.12811235, 0.76216617])"
4500,Plip,Plip,"array([-0.35532628,  0.67769822])"
4501,Faf,Faf,"array([-0.05173791,  0.39629394])"
4502,CG10375,CG10375,"array([-0.4718583 ,  0.73266954])"
4503,CG10376,CG10376,"array([-0.36255139,  0.29499811])"
4504,\"fs(1)K10\",\"fs(1)K10\","array([0.13918315, 0.97277099])"
4505,prominin-like,prominin-like,"array([-0.21270436,  0.75950048])"
4506,msl-1,msl-1,"array([0.37272022, 1.20014834])"
4507,CG11539,CG11539,"array([0.38379918, 0.91363758])"
4508,RpL30,RpL30,"array([0.28038521, 0.83160017])"
4509,CG11227,CG11227,"array([-0.30455015,  0.75749335])"
4510,CG12219,CG12219,"array([-0.27820087,  0.90429575])"
4511,Rop,Rop,"array([0.21668455, 0.90148882])"
4512,CG17211,CG17211,"array([-0.11009843,  0.72529834])"
4513,Mst84Db,Mst84Db,"array([-0.12287991,  0.76621643])"
4514,mRpL44,mRpL44,"array([0.17405721, 0.7041004 ])"
4515,toy,toy,"array([0.18310367, 0.99807123])"
4516,Dys,Dys,"array([0.06905002, 0.77633408])"
4517,CG6380,CG6380,"array([-0.07373431,  0.9850767 ])"
4518,CG10405,CG10405,"array([-0.4299108,  0.5303821])"
4519,mRpS33,mRpS33,"array([0.58109391, 0.35968626])"
4520,CG10407,CG10407,"array([0.01557647, 0.28180238])"
4521,CG7200,CG7200,"array([0.23628655, 0.71511693])"
4522,CG10413,CG10413,"array([-0.01835368,  0.3278781 ])"
4523,CG10414,CG10414,"array([0.29101445, 1.07207683])"
4524,CG10417,CG10417,"array([0.55449692, 0.93005187])"
4525,CG40127,CG40127,"array([0.14443394, 0.75890919])"
4526,RpS27,RpS27,"array([0.10410856, 0.79157382])"
4527,CG31708,CG31708,"array([-0.04546048,  0.70618339])"
4528,Ptpa,Ptpa,"array([-0.13815946,  0.45672924])"
4529,CG4476,CG4476,"array([-0.10141334,  1.00271085])"
4530,CG10433,CG10433,"array([-0.25873428,  0.7333256 ])"
4531,CG10435,CG10435,"array([0.44351455, 0.56813674])"
4532,Pbprp1,Pbprp1,"array([0.36049971, 1.2380467 ])"
4533,stops,stops,"array([-0.26521978,  0.70113628])"
4534,CG10463,CG10463,"array([0.23116016, 1.36384647])"
4535,CG10479,CG10479,"array([0.02948255, 0.34922476])"
4536,cdc2c,cdc2c,"array([0.01428628, 0.93291411])"
4537,sisA,sisA,"array([0.20417679, 0.8425907 ])"
4538,P58IPK,P58IPK,"array([0.28228874, 0.80913342])"
4539,Cct1,Cct1,"array([0.27938515, 0.71998991])"
4540,Cp15,Cp15,"array([0.31903732, 0.82953664])"
4541,rst,rst,"array([0.28746509, 1.22994761])"
4542,CG10496,CG10496,"array([0.16470445, 0.28885515])"
4543,CG10602,CG10602,"array([0.39306518, 0.51152701])"
4544,CG17387,CG17387,"array([0.40231872, 0.35174803])"
4545,CkIIalpha,CkIIalpha,"array([-0.0312042 ,  0.73728574])"
4546,CG6398,CG6398,"array([0.14858568, 0.62695782])"
4547,opa1-like,opa1-like,"array([-0.06078249,  0.77158871])"
4548,CG10512,CG10512,"array([-0.23395348,  1.08581363])"
4549,CG10960,CG10960,"array([0.32557026, 0.46793075])"
4550,RpL35A,RpL35A,"array([0.23487658, 0.79878315])"
4551,Hsp26,Hsp26,"array([0.33976965, 0.71483992])"
4552,CG3419,CG3419,"array([0.18116643, 0.42302729])"
4553,CG5089,CG5089,"array([-0.02733623,  0.61831779])"
4554,Tpi,Tpi,"array([0.30065039, 0.768638  ])"
4555,crm,crm,"array([0.8757658 , 0.47877881])"
4556,cbx,cbx,"array([0.60357961, 0.67792829])"
4557,CdGAPr,CdGAPr,"array([-0.16085243,  1.22820009])"
4558,S6k,S6k,"array([0.08609741, 1.05385284])"
4559,Tektin-C,Tektin-C,"array([0.35434942, 0.71746011])"
4560,CG12768,CG12768,"array([0.2579259 , 0.73090234])"
4561,CG13741,CG13741,"array([0.17060972, 0.51493051])"
4562,Cad89D,Cad89D,"array([0.70894646, 0.58825672])"
4563,CG32444,CG32444,"array([0.70721873, 0.57093255])"
4564,gsb,gsb,"array([0.19932589, 1.00855381])"
4565,Borr,Borr,"array([0.29407177, 0.58850961])"
4566,Pgm,Pgm,"array([0.28809449, 0.78529101])"
4567,Ranbp9,Ranbp9,"array([0.41240568, 0.94156292])"
4568,RpL4,RpL4,"array([0.25832986, 0.78674689])"
4569,CG8679,CG8679,"array([0.41524815, 0.99515311])"
4570,Bre1,Bre1,"array([0.28056574, 1.03192905])"
4571,Gbeta13F,Gbeta13F,"array([0.4362668, 0.623643 ])"
