# index, name, nodeLabel, _pos
4572,CG7173,CG7173,"array([0.28411825, 0.7289243 ])"
4573,Yp1,Yp1,"array([0.25378127, 0.7151679 ])"
4574,Indy,Indy,"array([-0.1886022 ,  0.96761386])"
4575,5-HT2,5-HT2,"array([-0.25897073,  0.38013979])"
4576,CG10561,CG10561,"array([0.44473071, 0.25062511])"
4577,CG7196,CG7196,"array([0.27487628, 0.61734072])"
4578,sta,sta,"array([0.1943978 , 0.77955678])"
4579,Sep1,Sep1,"array([0.22636835, 1.1339871 ])"
4580,ara,ara,"array([-0.08181109,  0.9209833 ])"
4581,Ppat-Dpck,Ppat-Dpck,"array([0.57064265, 0.42001183])"
4582,CG12729,CG12729,"array([0.37524421, 0.48541063])"
4583,Obp47b,Obp47b,"array([0.44462165, 0.7402633 ])"
4584,CG13405,CG13405,"array([0.15444868, 0.72009265])"
4585,MESK2,MESK2,"array([-0.01370121,  0.93010866])"
4586,CG6353,CG6353,"array([0.07442912, 0.69909843])"
4587,Mlf,Mlf,"array([0.25745411, 0.89008252])"
4588,CG42370,CG42370,"array([-0.27541653,  0.85110308])"
4589,CG10585,CG10585,"array([0.32557398, 0.57392666])"
4590,Cyp9f2,Cyp9f2,"array([0.34112194, 0.65013111])"
4591,Karybeta3,Karybeta3,"array([0.4286834 , 0.94706093])"
4592,CG10591,CG10591,"array([-0.09812751,  0.63063547])"
4593,Sec16,Sec16,"array([0.21645902, 0.87634476])"
4594,Gp150,Gp150,"array([0.32245656, 0.98873757])"
4595,Msr-110,Msr-110,"array([0.26094309, 0.30164309])"
4596,CG13907,CG13907,"array([0.31657645, 0.4015134 ])"
4597,CG10600,CG10600,"array([-0.2079905 ,  0.82028804])"
4598,galectin,galectin,"array([-0.27777614,  0.80776358])"
4599,Clbn,Clbn,"array([-0.08209497,  0.55295824])"
4600,Bap170,Bap170,"array([0.0567424 , 1.15629763])"
4601,CG6770,CG6770,"array([0.06313146, 0.92435337])"
4602,Cbl,Cbl,"array([-0.06605773,  0.98579706])"
4603,Tsf2,Tsf2,"array([0.22260824, 0.42425694])"
4604,CG10623,CG10623,"array([-0.11304942,  1.30368586])"
4605,sinu,sinu,"array([-0.02915777,  0.74979302])"
4606,CG16884,CG16884,"array([0.21097754, 0.65458225])"
4607,msi,msi,"array([0.16089135, 0.74712063])"
4608,CG10638,CG10638,"array([0.40139514, 0.8260567 ])"
4609,Npc2g,Npc2g,"array([0.15328303, 0.69650618])"
4610,tth,tth,"array([0.01405077, 0.74119083])"
4611,CG13423,CG13423,"array([-0.05473172,  0.82185221])"
4612,CG13728,CG13728,"array([-0.11876272,  0.95399787])"
4613,CycY,CycY,"array([-0.10538108,  0.6788167 ])"
4614,rdo,rdo,"array([-0.29372301,  1.16342075])"
4615,tra,tra,"array([-0.06048701,  1.08308235])"
4616,CG3825,CG3825,"array([-0.29147502,  0.78865475])"
4617,Uev1A,Uev1A,"array([0.23210965, 0.60899975])"
4618,CG11672,CG11672,"array([-0.09315721,  0.78417232])"
4619,Klp64D,Klp64D,"array([-0.03353699,  0.2335534 ])"
4620,Scsalpha,Scsalpha,"array([0.33817759, 0.91658212])"
4621,Acp63F,Acp63F,"array([-0.22646695,  0.89204589])"
4622,CG34449,CG34449,"array([0.05959726, 0.79359026])"
4623,Cpr35B,Cpr35B,"array([-0.01149847,  0.74055779])"
4624,mnb,mnb,"array([-0.14435083,  0.80203327])"
4625,hyx,hyx,"array([0.3767573 , 1.28689573])"
4626,CG14247,CG14247,"array([0.48125295, 1.09847107])"
4627,Slip1,Slip1,"array([0.2651976 , 0.67340595])"
4628,APC7,APC7,"array([0.21392674, 0.41248419])"
4629,His3.3B,His3.3B,"array([0.08724734, 0.88407006])"
4630,CG10671,CG10671,"array([-0.10248381,  0.58932622])"
4631,CG10680,CG10680,"array([-0.07609898,  0.59045006])"
4632,Grip128,Grip128,"array([-0.29154723,  0.8895191 ])"
4633,vih,vih,"array([0.08093556, 0.66870503])"
4634,CG13044,CG13044,"array([0.22303337, 0.59449156])"
4635,CG9411,CG9411,"array([-0.0907345,  0.7370054])"
4636,CG14868,CG14868,"array([0.18205269, 0.6080306 ])"
4637,CG11842,CG11842,"array([0.58463077, 0.65902085])"
4638,spd-2,spd-2,"array([-0.03282291,  0.52823327])"
4639,Hem,Hem,"array([0.35757522, 1.0272651 ])"
4640,Aats-asn,Aats-asn,"array([0.4926595 , 0.96302714])"
4641,aust,aust,"array([0.10968386, 0.63945686])"
4642,CG2218,CG2218,"array([-0.02089787,  0.68572943])"
4643,CG3321,CG3321,"array([0.37048955, 0.67390235])"
4644,RpS27A,RpS27A,"array([0.09340371, 0.87784821])"
4645,MEP-1,MEP-1,"array([0.05196135, 0.92115681])"
4646,CG1632,CG1632,"array([-0.40689237,  0.58758154])"
4647,nocte,nocte,"array([0.12814535, 0.87870347])"
4648,CG30101,CG30101,"array([0.00655597, 1.02204722])"
4649,CG4004,CG4004,"array([-0.22721985,  0.58169729])"
4650,zormin,zormin,"array([0.12214585, 0.90345167])"
4651,CG5746,CG5746,"array([0.15485094, 0.89681316])"
4652,Cpr50Ca,Cpr50Ca,"array([0.10421609, 0.69527967])"
4653,Pvf2,Pvf2,"array([0.15049707, 0.91530397])"
4654,shu,shu,"array([0.01490874, 0.33917655])"
4655,Doc3,Doc3,"array([-0.0979413 ,  0.42022505])"
4656,Nup133,Nup133,"array([0.26432582, 0.97577309])"
4657,CG7146,CG7146,"array([-0.04441996,  0.90795171])"
4658,CG10700,CG10700,"array([0.66175375, 0.54265117])"
4659,CG13110,CG13110,"array([-0.34435518,  1.07400385])"
4660,CG31446,CG31446,"array([-0.3562055 ,  1.08845956])"
4661,RpS24,RpS24,"array([0.03110173, 0.77214933])"
4662,Tis11,Tis11,"array([-0.31915109,  0.8228575 ])"
4663,hep,hep,"array([0.22428499, 1.04829008])"
4664,Cat,Cat,"array([0.24554507, 0.8781903 ])"
4665,scyl,scyl,"array([0.19368903, 0.65861662])"
4666,janA,janA,"array([0.28019318, 0.90596058])"
4667,Trip1,Trip1,"array([0.24938244, 0.80696308])"
4668,Cyp1,Cyp1,"array([0.27315954, 0.86145176])"
4669,Vps36,Vps36,"array([0.4208765 , 0.55030627])"
4670,Adam,Adam,"array([0.31402573, 0.58942357])"
4671,CG5585,CG5585,"array([0.73287474, 0.64910591])"
4672,lush,lush,"array([0.29619166, 0.28156388])"
4673,CG15356,CG15356,"array([0.08314521, 1.0111719 ])"
4674,CG10713,CG10713,"array([0.84572502, 1.14406586])"
4675,brat,brat,"array([-0.14404797,  0.99978437])"
4676,Pgd,Pgd,"array([0.37253231, 0.77301955])"
4677,CG4293,CG4293,"array([0.25787319, 0.34942064])"
4678,flr,flr,"array([0.4963198 , 0.75826434])"
4679,barr,barr,"array([-0.01525239,  1.12994391])"
4680,CG10730,CG10730,"array([0.38190238, 0.44896831])"
4681,loj,loj,"array([0.7238023 , 0.92443759])"
4682,pigeon,pigeon,"array([0.39124107, 0.24636011])"
4683,Qm,Qm,"array([0.23909077, 0.62019932])"
4684,fok,fok,"array([0.43229103, 0.73558525])"
4685,mRpL38,mRpL38,"array([0.43476123, 0.66853239])"
4686,CG5514,CG5514,"array([0.34946716, 0.59818906])"
4687,mRpS18b,mRpS18b,"array([0.09365868, 0.43196059])"
4688,CG1077,CG1077,"array([0.13837649, 0.28957538])"
4689,wit,wit,"array([-0.23317301,  1.04901881])"
4690,CG10777,CG10777,"array([-0.27271131,  0.82445027])"
4691,\"l(2)k09022\",\"l(2)k09022\","array([0.24607083, 0.98032626])"
4692,CG10825,CG10825,"array([0.39462297, 0.65877212])"
4693,eIF-4B,eIF-4B,"array([0.35021425, 0.76213733])"
4694,whd,whd,"array([0.20130912, 0.98618912])"
4695,Idgf4,Idgf4,"array([0.37142551, 0.87294155])"
4696,Cont,Cont,"array([0.37646948, 1.16702956])"
4697,CG8155,CG8155,"array([0.43263535, 1.05284494])"
4698,eIF5B,eIF5B,"array([-0.07285388,  1.037245  ])"
4699,esn,esn,"array([-0.14231876,  0.84191218])"
4700,CG8359,CG8359,"array([0.31734632, 0.75564871])"
4701,CG42613,CG42613,"array([0.48072066, 0.78434189])"
4702,CG42709,CG42709,"array([0.02471422, 0.9281857 ])"
4703,Glut1,Glut1,"array([-0.24666982,  0.61340164])"
4704,orb,orb,"array([0.28700642, 0.82326613])"
4705,RpL31,RpL31,"array([0.17503553, 0.71934468])"
4706,p53,p53,"array([0.03199535, 0.71905196])"
4707,CG4753,CG4753,"array([0.10535033, 0.87964971])"
4708,CG32036,CG32036,"array([0.26844664, 1.02276323])"
4709,mip130,mip130,"array([0.28751849, 1.2733434 ])"
4710,vtd,vtd,"array([0.1330935 , 1.25817648])"
4711,Tctp,Tctp,"array([0.28953173, 0.79317445])"
4712,Tom40,Tom40,"array([0.19847832, 0.52341696])"
4713,CG31460,CG31460,"array([0.71040825, 0.86627236])"
4714,CG8199,CG8199,"array([0.11421567, 0.39921958])"
4715,tou,tou,"array([0.09239411, 0.9891139 ])"
4716,PSR,PSR,"array([0.30368345, 0.73071227])"
4717,CG10904,CG10904,"array([0.18184094, 0.32121752])"
4718,Der-1,Der-1,"array([-0.22144262,  1.3132154 ])"
4719,CG12204,CG12204,"array([-0.47832929,  0.84696007])"
4720,Kdm4A,Kdm4A,"array([0.35621103, 1.4289102 ])"
4721,fj,fj,"array([0.05399878, 1.18146655])"
4722,Fer2LCH,Fer2LCH,"array([0.31170807, 0.68608725])"
4723,GalNAc-T1,GalNAc-T1,"array([0.1739763 , 1.33743105])"
4724,CG10933,CG10933,"array([-0.37676353,  1.00758882])"
4725,Sip1,Sip1,"array([0.11818421, 1.08808525])"
4726,CG1603,CG1603,"array([0.36183714, 1.150203  ])"
4727,Pdk,Pdk,"array([0.19830139, 0.72463682])"
4728,RpS6,RpS6,"array([0.19869627, 0.91894243])"
4729,G-salpha60A,G-salpha60A,"array([0.34647333, 0.77081579])"
4730,Vang,Vang,"array([0.2247262 , 1.26698909])"
4731,CG10950,CG10950,"array([-0.12601292,  0.23293838])"
4732,CG10958,CG10958,"array([0.72446675, 1.08856559])"
4733,RpL39,RpL39,"array([0.07537045, 0.99292066])"
4734,CG6738,CG6738,"array([-0.36199102,  1.17368671])"
4735,sni,sni,"array([0.0109271, 1.3370165])"
4736,Atg1,Atg1,"array([-0.00363076,  1.05333699])"
4737,CG9769,CG9769,"array([-0.0353402 ,  0.89832263])"
4738,Obp99d,Obp99d,"array([-0.02574488,  0.50977376])"
4739,Cyp6v1,Cyp6v1,"array([-0.09594052,  0.47483417])"
4740,CG31482,CG31482,"array([0.33135648, 0.71532537])"
4741,g,g,"array([0.32072379, 1.17357556])"
4742,RpS12,RpS12,"array([0.13311559, 0.77661853])"
4743,CG13358,CG13358,"array([0.1516824 , 0.73509565])"
4744,CG10990,CG10990,"array([0.17426445, 0.92685798])"
4745,sls,sls,"array([0.13784266, 1.18006404])"
4746,CG11006,CG11006,"array([-0.01041049,  0.80786065])"
4747,CG12091,CG12091,"array([-0.19382536,  0.83597666])"
4748,CG17271,CG17271,"array([0.02018201, 0.88397713])"
4749,CG11007,CG11007,"array([0.10802789, 0.53591803])"
4750,MP1,MP1,"array([-0.3304567 ,  1.12728148])"
4751,CG11029,CG11029,"array([0.80529515, 0.45161276])"
4752,CG11030,CG11030,"array([-0.17078959,  0.41904847])"
4753,CG11034,CG11034,"array([-0.2373749,  0.8296354])"
4754,CG11035,CG11035,"array([0.10743889, 0.48886808])"
4755,CG15695,CG15695,"array([0.67777739, 0.79504674])"
4756,Imp,Imp,"array([0.03218512, 0.6552042 ])"
4757,RpS7,RpS7,"array([0.1474757 , 0.86448466])"
4758,RpL26,RpL26,"array([0.32670503, 0.56274389])"
4759,lqf,lqf,"array([0.2746686 , 1.04803336])"
4760,CG12861,CG12861,"array([0.02179945, 0.50662851])"
4761,CG15011,CG15011,"array([0.18856843, 0.86893377])"
4762,CG17776,CG17776,"array([0.31248623, 0.82299214])"
4763,CG31626,CG31626,"array([0.03472335, 0.80842091])"
4764,Vm26Ab,Vm26Ab,"array([0.04259186, 0.90367058])"
4765,jub,jub,"array([-0.24725734,  0.98683103])"
4766,CG11068,CG11068,"array([0.22156341, 0.10267326])"
4767,aux,aux,"array([-0.15323572,  0.52634514])"
4768,CG11077,CG11077,"array([0.37921813, 0.32954225])"
4769,rho-4,rho-4,"array([-0.05651187,  1.13750138])"
4770,RYBP,RYBP,"array([0.02897793, 1.15093542])"
4771,pyd,pyd,"array([0.23361732, 0.99672304])"
4772,CG32406,CG32406,"array([0.27258092, 0.79864492])"
4773,Tps1,Tps1,"array([0.05295235, 0.85824472])"
4774,Got2,Got2,"array([-0.06042067,  0.6396931 ])"
4775,cv,cv,"array([-0.26839076,  0.9152542 ])"
4776,CG12592,CG12592,"array([0.27016418, 1.01239523])"
4777,CG13397,CG13397,"array([0.4172635 , 0.87010346])"
4778,CG15170,CG15170,"array([-0.20124814,  0.96544735])"
4779,CG17376,CG17376,"array([-0.18781417,  0.63196567])"
4780,CG31740,CG31740,"array([-0.22369746,  1.15052773])"
4781,CG32711,CG32711,"array([0.06848786, 0.6949886 ])"
4782,CG4363,CG4363,"array([-0.17321072,  1.05481135])"
4783,Mes2,Mes2,"array([0.21625948, 0.86761828])"
4784,CG11768,CG11768,"array([0.42774143, 0.7849862 ])"
4785,CG11107,CG11107,"array([0.06303601, 0.52152306])"
4786,CG11109,CG11109,"array([0.61815168, 0.36565572])"
4787,CG11110,CG11110,"array([-0.39675891,  0.99443992])"
4788,alpha-Est7,alpha-Est7,"array([0.28904192, 0.45768541])"
4789,CG33090,CG33090,"array([-0.00586049,  1.32025781])"
4790,RhoGAP93B,RhoGAP93B,"array([0.23439744, 0.72584934])"
4791,ab,ab,"array([-0.00424506,  1.06284173])"
4792,RhoGEF2,RhoGEF2,"array([0.28819448, 1.21445025])"
4793,Yp3,Yp3,"array([0.27113798, 0.64730647])"
4794,CG11133,CG11133,"array([-0.36192046,  0.90260156])"
4795,CG17233,CG17233,"array([-0.01364826,  0.64631437])"
4796,Hop,Hop,"array([0.38160062, 0.87345817])"
4797,CG11145,CG11145,"array([0.6534422 , 1.33584975])"
4798,CG15706,CG15706,"array([-0.18393233,  0.68925595])"
4799,CG17283,CG17283,"array([0.6092775 , 1.49012859])"
4800,cmet,cmet,"array([0.28319973, 0.7457453 ])"
4801,Spn27A,Spn27A,"array([0.37091598, 0.45889233])"
4802,CG12126,CG12126,"array([0.01241163, 0.93923779])"
4803,Cpr47Eb,Cpr47Eb,"array([0.49623759, 1.07545357])"
4804,Ilp7,Ilp7,"array([0.24979546, 1.07089188])"
4805,Ptth,Ptth,"array([0.20149455, 0.50043592])"
4806,CG14512,CG14512,"array([0.13890974, 0.53765081])"
4807,CG14566,CG14566,"array([0.17406393, 0.41201119])"
4808,glob2,glob2,"array([-0.17250678,  0.50322534])"
4809,CG15528,CG15528,"array([-0.12753606,  0.44266334])"
4810,CG5199,CG5199,"array([0.08944816, 1.16981678])"
4811,CG6485,CG6485,"array([0.00564619, 0.36491194])"
4812,CG7715,CG7715,"array([0.2798544 , 0.55451786])"
4813,CG8386,CG8386,"array([-0.10344823,  0.44907225])"
4814,CG8786,CG8786,"array([0.11559084, 0.57238188])"
4815,Socs16D,Socs16D,"array([1.04985878e-04, 1.07104514e+00])"
4816,CG11168,CG11168,"array([0.58565393, 1.130485  ])"
4817,SdhA,SdhA,"array([0.46612284, 0.80439898])"
4818,CG30291,CG30291,"array([0.43517644, 0.85404856])"
4819,Hr78,Hr78,"array([0.6914526 , 1.17227937])"
4820,ppl,ppl,"array([0.68761101, 1.19827006])"
4821,BthD,BthD,"array([0.43366734, 0.71279467])"
4822,CG11178,CG11178,"array([-0.09094273,  0.4955839 ])"
4823,CG14302,CG14302,"array([0.07847022, 0.67764769])"
4824,CG40045,CG40045,"array([0.31164668, 1.0794828 ])"
4825,CG8677,CG8677,"array([-0.18118967,  0.92531774])"
4826,rin,rin,"array([0.11722507, 0.91258478])"
4827,CG13088,CG13088,"array([0.22216202, 1.2238323 ])"
4828,Sp7,Sp7,"array([0.65194336, 0.844506  ])"
4829,fzy,fzy,"array([0.2092818 , 0.88074711])"
4830,CG5550,CG5550,"array([0.69690942, 0.93611489])"
4831,CG8420,CG8420,"array([0.56088415, 0.6784106 ])"
4832,Liprin-alpha,Liprin-alpha,"array([-0.00795132,  1.26902972])"
4833,CG11674,CG11674,"array([0.33331118, 0.67529268])"
4834,SP1029,SP1029,"array([0.06920227, 1.20392268])"
4835,CG13614,CG13614,"array([-0.06602953,  1.04770766])"
4836,lin19,lin19,"array([0.14535317, 1.01504567])"
4837,CG7017,CG7017,"array([0.08643283, 0.80105783])"
4838,SmD3,SmD3,"array([0.44304714, 0.86001901])"
4839,ago,ago,"array([0.21502653, 0.95133897])"
4840,CG15094,CG15094,"array([0.35830493, 1.21587633])"
4841,mod,mod,"array([0.09616769, 1.07586233])"
4842,CG30447,CG30447,"array([0.50252277, 1.17870272])"
4843,CG31108,CG31108,"array([0.21494646, 0.70193168])"
4844,\"His4,\"His4,"array([0.16427904, 1.20136603])"
4845,kuk,kuk,"array([0.23554671, 1.08633912])"
4846,Nup75,Nup75,"array([0.19805374, 0.94456143])"
4847,CG6697,CG6697,"array([0.49681962, 1.32509722])"
4848,CG7841,CG7841,"array([0.54661792, 1.21336078])"
4849,\"l(2)03659\",\"l(2)03659\","array([0.32399393, 1.40446265])"
4850,Ir85a,Ir85a,"array([-0.12818752,  0.49949035])"
4851,GluClalpha,GluClalpha,"array([-0.1349689 ,  0.56112666])"
4852,CG8065,CG8065,"array([0.2618478 , 0.66139111])"
4853,lark,lark,"array([0.13125859, 0.9237581 ])"
4854,Hsp68,Hsp68,"array([0.21495393, 0.85157254])"
4855,MICAL-like,MICAL-like,"array([0.13893045, 0.52666151])"
4856,CG12079,CG12079,"array([0.46833173, 0.49054641])"
4857,lambdaTry,lambdaTry,"array([0.815185  , 0.67410581])"
4858,CG13000,CG13000,"array([0.82397025, 0.71700552])"
4859,CG14222,CG14222,"array([0.45496313, 0.97149829])"
4860,CG15829,CG15829,"array([0.80172648, 0.70055805])"
4861,Cenp-C,Cenp-C,"array([0.32304124, 0.54862539])"
4862,CG5402,CG5402,"array([0.79749774, 0.68080597])"
4863,MtnA,MtnA,"array([0.30094422, 0.69372304])"
4864,Int6,Int6,"array([0.01486991, 0.92378417])"
4865,CG6163,CG6163,"array([0.02252569, 0.72803259])"
4866,scrt,scrt,"array([0.20646724, 1.03291355])"
4867,CG13188,CG13188,"array([-0.0409162 ,  0.42691314])"
4868,CG14411,CG14411,"array([0.07336905, 0.48210533])"
4869,CG15117,CG15117,"array([-0.17683594,  0.40019505])"
4870,CG33054,CG33054,"array([-0.2941906 ,  0.52053806])"
4871,RnrL,RnrL,"array([0.06046221, 0.50467883])"
4872,CG7713,CG7713,"array([0.31106588, 0.42961596])"
4873,RpS4,RpS4,"array([-0.11523865,  0.85220465])"
4874,trn,trn,"array([-0.05678336,  1.04146645])"
4875,CG11293,CG11293,"array([-0.21811542,  0.69822624])"
4876,\"l(2)dtl\",\"l(2)dtl\","array([-0.08516236,  0.66187185])"
4877,CG11306,CG11306,"array([0.68280336, 0.99440074])"
4878,CG11309,CG11309,"array([0.08749804, 1.37559343])"
4879,otu,otu,"array([0.08903073, 1.04487072])"
4880,mRpS6,mRpS6,"array([-0.06020069,  0.8273922 ])"
4881,CG1140,CG1140,"array([-0.35100661,  0.78949332])"
4882,Cdc6,Cdc6,"array([0.28963083, 0.75609404])"
4883,Tsp97E,Tsp97E,"array([-0.29406881,  0.90882724])"
4884,CG9568,CG9568,"array([-0.33888437,  0.92476703])"
4885,CG11321,CG11321,"array([-0.46475919,  0.48631271])"
4886,CG13189,CG13189,"array([0.81492349, 0.95272555])"
4887,Ir92a,Ir92a,"array([0.4701151 , 0.57084068])"
4888,CG17322,CG17322,"array([0.83527343, 0.94496175])"
4889,Or22b,Or22b,"array([0.84390487, 0.92549401])"
4890,CG4945,CG4945,"array([0.82327098, 0.92884244])"
4891,slim,slim,"array([0.82261175, 0.97036758])"
4892,CG6543,CG6543,"array([0.27121675, 0.83159615])"
4893,CG8834,CG8834,"array([0.82684679, 1.01336915])"
4894,omd,omd,"array([0.81659614, 1.03198297])"
4895,GRHR,GRHR,"array([-0.29162151,  0.70143447])"
4896,peb,peb,"array([0.03997374, 0.97362995])"
4897,CG13117,CG13117,"array([0.12614504, 0.27927586])"
4898,Apc,Apc,"array([0.09042035, 0.94030915])"
4899,pros,pros,"array([0.31768856, 1.01021699])"
4900,mthl8,mthl8,"array([0.05105349, 0.31150392])"
4901,CG5225,CG5225,"array([-0.00670253,  0.73282835])"
4902,frj,frj,"array([-0.01633112,  0.70671534])"
4903,CG13893,CG13893,"array([0.51129611, 0.57327306])"
4904,CG14694,CG14694,"array([0.05653934, 0.93354762])"
4905,CG14990,CG14990,"array([0.34122986, 0.26468974])"
4906,Faa,Faa,"array([0.18391856, 0.43745311])"
4907,CG1504,CG1504,"array([0.52007742, 0.47424831])"
4908,Osi8,Osi8,"array([0.31056472, 0.23624929])"
4909,CG17287,CG17287,"array([0.39697969, 0.26244542])"
4910,CG17746,CG17746,"array([0.20054517, 0.90201853])"
4911,CG18031,CG18031,"array([-0.05517683,  0.70965477])"
4912,CG2183,CG2183,"array([0.3521971 , 0.25129595])"
4913,CG31676,CG31676,"array([0.40921607, 0.27425651])"
4914,RpL7A,RpL7A,"array([0.1897503, 0.8260751])"
4915,CG42361,CG42361,"array([0.37844323, 0.26197713])"
4916,CG3699,CG3699,"array([0.41320267, 0.29981517])"
4917,RpL35,RpL35,"array([0.15185704, 0.60669397])"
4918,Hsc70-3,Hsc70-3,"array([0.23502715, 0.94058123])"
4919,trk,trk,"array([-0.06828626,  0.96077318])"
4920,pit,pit,"array([-0.20843647,  0.88217693])"
4921,CG7992,CG7992,"array([0.13445203, 0.54911236])"
4922,Cyp6g2,Cyp6g2,"array([0.44562889, 0.29043232])"
4923,Task7,Task7,"array([0.33231857, 0.24932432])"
4924,Nhe3,Nhe3,"array([-0.50074126,  0.84532164])"
4925,CG11334,CG11334,"array([0.40017663, 0.76303557])"
4926,gish,gish,"array([0.25769477, 0.95077041])"
4927,CG13471,CG13471,"array([-0.24932931,  0.54978948])"
4928,CG13749,CG13749,"array([0.07964134, 0.54660573])"
4929,dgt1,dgt1,"array([-0.18430718,  0.73864023])"
4930,fd59A,fd59A,"array([0.152683  , 0.71292899])"
4931,colt,colt,"array([0.03867088, 1.13312812])"
4932,jim,jim,"array([0.29646424, 0.55935129])"
4933,CG7470,CG7470,"array([-0.19214964,  0.56159564])"
4934,dbr,dbr,"array([-0.4135246 ,  1.02123051])"
4935,CG31365,CG31365,"array([-0.07597138,  0.61211983])"
4936,scramb2,scramb2,"array([0.360942  , 0.75664047])"
4937,CG13046,CG13046,"array([-0.03332465,  0.45274131])"
4938,CG14655,CG14655,"array([0.43268913, 0.58142594])"
4939,CG3800,CG3800,"array([0.32927367, 0.83608976])"
4940,B-H1,B-H1,"array([0.16265381, 0.97728445])"
4941,aub,aub,"array([0.0462637 , 0.58436862])"
4942,Hydr1,Hydr1,"array([-0.00470486,  0.2854373 ])"
4943,Papss,Papss,"array([-0.21756288,  0.57085569])"
4944,CG9149,CG9149,"array([0.17803508, 0.62299133])"
4945,TRAM,TRAM,"array([0.26372348, 0.50453071])"
4946,CG31619,CG31619,"array([0.07842964, 0.82575142])"
4947,CG11391,CG11391,"array([0.8761319 , 1.09994628])"
4948,glu,glu,"array([0.3931474 , 1.22448471])"
4949,CG13045,CG13045,"array([-0.04042842,  0.74187012])"
4950,uri,uri,"array([-0.22823735,  1.22892002])"
4951,png,png,"array([0.06347991, 0.89111115])"
4952,Dp1,Dp1,"array([0.23094425, 0.88023939])"
4953,crc,crc,"array([0.19390967, 0.68319007])"
4954,mmy,mmy,"array([-0.00686639,  0.40193899])"
4955,olf186-F,olf186-F,"array([-0.30857956,  1.13162296])"
4956,CG11436,CG11436,"array([0.54039951, 0.40466712])"
4957,CG5857,CG5857,"array([0.00941379, 0.97185535])"
4958,snRNP-U1-70K,snRNP-U1-70K,"array([0.33116187, 0.72689577])"
4959,fu2,fu2,"array([0.06574738, 0.97682085])"
4960,san,san,"array([0.16138075, 1.0959355 ])"
4961,bys,bys,"array([0.52889511, 0.30677146])"
4962,CG14325,CG14325,"array([0.57558295, 0.33744676])"
4963,CG15382,CG15382,"array([0.60175618, 0.52899884])"
4964,CG6565,CG6565,"array([0.55659783, 0.48530611])"
4965,CG9752,CG9752,"array([0.63160194, 0.76136916])"
4966,Mlh1,Mlh1,"array([0.27827857, 0.68914899])"
4967,CG30503,CG30503,"array([-0.32712454,  0.67165293])"
4968,Unc-76,Unc-76,"array([-0.02127759,  1.15947206])"
4969,CG7600,CG7600,"array([-0.1010655,  0.9774619])"
