# index, name, code, _pos
928,Gröbming <61213>,GRBEZAKT-612,"array([-2.5125918 ,  2.38798838])"
929,Wattens <70367>,GRBEZAKT-703,"array([-2.51699886,  2.41451925])"
930,Lermoos <70821>,GRBEZAKT-708,"array([-2.52280304,  2.4319538 ])"
931,Admont <61253>,GRBEZAKT-612,"array([-2.51200185,  2.3856388 ])"
932,Lilienfeld <31407>,GRBEZAKT-314,"array([-2.50199144,  2.36921679])"
933,Bad Kreuzen <41108>,GRBEZAKT-411,"array([-2.49948339,  2.37988971])"
934,Aurach bei Kitzbühel <70401>,GRBEZAKT-704,"array([-2.497163 ,  2.4187047])"
935,Matrei in Osttirol <70717>,GRBEZAKT-707,"array([-2.52678952,  2.41777434])"
936,Murau <61438>,GRBEZAKT-614,"array([-2.52626843,  2.395019  ])"
937,Thurn <70731>,GRBEZAKT-707,"array([-2.54746446,  2.42957439])"
938,Sankt Gallenkirch <80120>,GRBEZAKT-801,"array([-2.53333704,  2.41809138])"
939,Empersdorf <61007>,GRBEZAKT-610,"array([-2.56302011,  2.38993112])"
940,Gnadenwald <70311>,GRBEZAKT-703,"array([-2.52308189,  2.43564639])"
941,Weißkirchen in Steiermark <62048>,GRBEZAKT-620,"array([-2.53165099,  2.39345744])"
942,Unzmarkt-Frauenburg <62036>,GRBEZAKT-620,"array([-2.53018123,  2.38153684])"
943,Stattegg <60646>,GRBEZAKT-606,"array([-2.53350638,  2.38045481])"
944,Allentsteig <32501>,GRBEZAKT-325,"array([-2.49895132,  2.35335298])"
945,Sankt Radegund bei Graz <60642>,GRBEZAKT-606,"array([-2.54945751,  2.39327158])"
946,Sölk <61266>,GRBEZAKT-612,"array([-2.52108079,  2.41073002])"
947,Schöder <61428>,GRBEZAKT-614,"array([-2.50507344,  2.41326742])"
948,Stadl-Predlitz <61445>,GRBEZAKT-614,"array([-2.52309681,  2.40263693])"
949,Aschau im Zillertal <70902>,GRBEZAKT-709,"array([-2.49866088,  2.43334202])"
950,Fiss <70603>,GRBEZAKT-706,"array([-2.51185389,  2.43526831])"
951,Bad Aussee <61207>,GRBEZAKT-612,"array([-2.51067034,  2.38921552])"
952,Sankt Lorenzen im Mürztal <62128>,GRBEZAKT-621,"array([-2.53657866,  2.38231169])"
953,Götzis <80408>,GRBEZAKT-804,"array([-2.52796624,  2.40134989])"
954,Neukirchen an der Enknach <40427>,GRBEZAKT-404,"array([-2.48417275,  2.41691076])"
955,Vorchdorf <40720>,GRBEZAKT-407,"array([-2.49775399,  2.39007287])"
956,Windischgarsten <40923>,GRBEZAKT-409,"array([-2.49407154,  2.39459251])"
957,Weißkirchen an der Traun <41824>,GRBEZAKT-418,"array([-2.49094487,  2.39034717])"
958,Lang <61020>,GRBEZAKT-610,"array([-2.55368688,  2.39124462])"
959,Heiligenkreuz am Waasen <61052>,GRBEZAKT-610,"array([-2.54802437,  2.39193276])"
960,Judenburg <62040>,GRBEZAKT-620,"array([-2.5246466 ,  2.38586646])"
961,Pirching am Traubenberg <62385>,GRBEZAKT-623,"array([-2.55284704,  2.39378298])"
962,Fügenberg <70910>,GRBEZAKT-709,"array([-2.49674618,  2.43607897])"
963,Schlitters <70925>,GRBEZAKT-709,"array([-2.50544235,  2.4331648 ])"
964,Fritzens <70309>,GRBEZAKT-703,"array([-2.52336981,  2.42312632])"
965,Wolkersdorf im Weinviertel <31655>,GRBEZAKT-316,"array([-2.51044422,  2.3651958 ])"
966,Kuchl <50207>,GRBEZAKT-502,"array([-2.51074945,  2.39402341])"
967,Krakau <61437>,GRBEZAKT-614,"array([-2.51208154,  2.41836829])"
968,Ampass <70303>,GRBEZAKT-703,"array([-2.50652282,  2.42027049])"
969,Dellach im Drautal <20604>,GRBEZAKT-206,"array([-2.53819528,  2.42322528])"
970,Hüttau <50412>,GRBEZAKT-504,"array([-2.50134955,  2.4069737 ])"
971,Schwarzach im Pongau <50421>,GRBEZAKT-504,"array([-2.50419251,  2.4011216 ])"
972,Sankt Bartholomä <60639>,GRBEZAKT-606,"array([-2.55979108,  2.39347323])"
973,Mörtschach <20622>,GRBEZAKT-206,"array([-2.55973542,  2.41082502])"
974,Winklern <20640>,GRBEZAKT-206,"array([-2.54589543,  2.41658946])"
975,Fließ <70604>,GRBEZAKT-706,"array([-2.50993418,  2.42960719])"
976,Iselsberg-Stronach <70711>,GRBEZAKT-707,"array([-2.54423491,  2.42769337])"
977,Ehrwald <70807>,GRBEZAKT-708,"array([-2.521754  ,  2.42577067])"
978,Rangersdorf <20631>,GRBEZAKT-206,"array([-2.53925776,  2.42095136])"
979,Dölsach <70707>,GRBEZAKT-707,"array([-2.53453515,  2.41559345])"
980,Mittelberg <80228>,GRBEZAKT-802,"array([-2.52405137,  2.41000404])"
981,Hausleiten <31208>,GRBEZAKT-312,"array([-2.5079279 ,  2.35654157])"
982,Gaimberg <70708>,GRBEZAKT-707,"array([-2.54879549,  2.4232039 ])"
983,Kematen in Tirol <70320>,GRBEZAKT-703,"array([-2.50726   ,  2.41884828])"
984,Kleblach-Lind <20613>,GRBEZAKT-206,"array([-2.54571847,  2.42017869])"
985,Mühldorf <20624>,GRBEZAKT-206,"array([-2.5356761 ,  2.41746828])"
986,Neumarkt am Wallersee <50324>,GRBEZAKT-503,"array([-2.50147985,  2.39715992])"
987,Pfarrkirchen bei Bad Hall <41511>,GRBEZAKT-415,"array([-2.47861692,  2.38550541])"
988,Maria-Lanzendorf <30736>,GRBEZAKT-307,"array([-2.5228464 ,  2.37281544])"
989,Edt bei Lambach <41806>,GRBEZAKT-418,"array([-2.47662317,  2.39155359])"
990,Annaberg-Lungötz <50203>,GRBEZAKT-502,"array([-2.49803934,  2.4110885 ])"
991,Nikolsdorf <70718>,GRBEZAKT-707,"array([-2.53741554,  2.42841566])"
992,Eferding <40503>,GRBEZAKT-405,"array([-2.4836794 ,  2.38881264])"
993,Feldkirchen an der Donau <41606>,GRBEZAKT-416,"array([-2.48078794,  2.38113216])"
994,Altaussee <61204>,GRBEZAKT-612,"array([-2.50800595,  2.39950025])"
995,Lustenau <80303>,GRBEZAKT-803,"array([-2.52513418,  2.39920636])"
996,Kaumberg <31405>,GRBEZAKT-314,"array([-2.52724437,  2.36782645])"
997,Mühlbach am Hochkönig <50415>,GRBEZAKT-504,"array([-2.50352675,  2.41225904])"
998,Saalbach-Hinterglemm <50618>,GRBEZAKT-506,"array([-2.50590035,  2.39897753])"
999,Deutschfeistritz <60659>,GRBEZAKT-606,"array([-2.53366452,  2.37814733])"
1000,Schlüßlberg <40827>,GRBEZAKT-408,"array([-2.48007169,  2.39504565])"
1001,Volders <70365>,GRBEZAKT-703,"array([-2.51706443,  2.41255072])"
1002,Thaya <32217>,GRBEZAKT-322,"array([-2.49613256,  2.34113718])"
1003,Windigsteig <32223>,GRBEZAKT-322,"array([-2.49053657,  2.33241042])"
1004,Mauterndorf <50504>,GRBEZAKT-505,"array([-2.53194289,  2.40242396])"
1005,Unternberg <50513>,GRBEZAKT-505,"array([-2.54052895,  2.42037665])"
1006,Zederhaus <50515>,GRBEZAKT-505,"array([-2.53060106,  2.42550674])"
1007,Sankt Pantaleon <40437>,GRBEZAKT-404,"array([-2.49503889,  2.40896606])"
1008,Sankt Georgen an der Gusen <41120>,GRBEZAKT-411,"array([-2.49547465,  2.37738399])"
1009,Bad Vigaun <50213>,GRBEZAKT-502,"array([-2.50131361,  2.39501814])"
1010,Ebensee am Traunsee <40704>,GRBEZAKT-407,"array([-2.50073051,  2.3874058 ])"
1011,Gosau <40706>,GRBEZAKT-407,"array([-2.49431316,  2.40456983])"
1012,Pinsdorf <40714>,GRBEZAKT-407,"array([-2.50044253,  2.38358652])"
1013,Enns <41005>,GRBEZAKT-410,"array([-2.49679311,  2.3811399 ])"
1014,Hörsching <41007>,GRBEZAKT-410,"array([-2.49341908,  2.38828807])"
1015,Faistenau <50311>,GRBEZAKT-503,"array([-2.49569182,  2.40299956])"
1016,Wagrain <50423>,GRBEZAKT-504,"array([-2.5144096,  2.3995298])"
1017,Roppen <70216>,GRBEZAKT-702,"array([-2.50734208,  2.42965797])"
1018,Umhausen <70223>,GRBEZAKT-702,"array([-2.50926337,  2.42732527])"
1019,Angath <70502>,GRBEZAKT-705,"array([-2.49552685,  2.42837959])"
1020,Tux <70934>,GRBEZAKT-709,"array([-2.50175214,  2.41642588])"
1021,Klösterle <80112>,GRBEZAKT-801,"array([-2.53572118,  2.42768995])"
1022,Nauders <70615>,GRBEZAKT-706,"array([-2.49989421,  2.42879624])"
1023,Rohrberg <70924>,GRBEZAKT-709,"array([-2.4884079 ,  2.45066404])"
1024,Biberwier <70803>,GRBEZAKT-708,"array([-2.53214294,  2.44239585])"
1025,Oberhofen am Irrsee <41719>,GRBEZAKT-417,"array([-2.48705575,  2.40586587])"
1026,Dalaas <80108>,GRBEZAKT-801,"array([-2.53651879,  2.41908411])"
1027,Mittersill <50613>,GRBEZAKT-506,"array([-2.50958332,  2.40344967])"
1028,Thomatal <50511>,GRBEZAKT-505,"array([-2.5616804 ,  2.41430526])"
1029,Kaprun <50606>,GRBEZAKT-506,"array([-2.50721351,  2.40420097])"
1030,Raabs an der Thaya <32216>,GRBEZAKT-322,"array([-2.49684485,  2.35398099])"
1031,Oftering <41016>,GRBEZAKT-410,"array([-2.47571448,  2.3906829 ])"
1032,Seekirchen am Wallersee <50339>,GRBEZAKT-503,"array([-2.50323258,  2.39480432])"
1033,Feistritz am Wechsel <31809>,GRBEZAKT-318,"array([-2.53380351,  2.34574691])"
1034,Würflach <31847>,GRBEZAKT-318,"array([-2.52822932,  2.3492327 ])"
1035,Wilhelmsburg <31947>,GRBEZAKT-319,"array([-2.49988346,  2.36799783])"
1036,Freistadt <40601>,GRBEZAKT-406,"array([-2.48683991,  2.3777687 ])"
1037,Matrei am Brenner <70370>,GRBEZAKT-703,"array([-2.51602375,  2.42391914])"
1038,Pettneu am Arlberg <70616>,GRBEZAKT-706,"array([-2.50348284,  2.42457031])"
1039,Schrattenthal <31041>,GRBEZAKT-310,"array([-2.51278226,  2.33437847])"
1040,Trins <70359>,GRBEZAKT-703,"array([-2.51829833,  2.4380088 ])"
1041,Straß im Straßertale <31346>,GRBEZAKT-313,"array([-2.49405962,  2.35078614])"
1042,Melk <31524>,GRBEZAKT-315,"array([-2.49467487,  2.36534039])"
1043,Niedernsill <50615>,GRBEZAKT-506,"array([-2.50753984,  2.40881594])"
1044,Ladis <70613>,GRBEZAKT-706,"array([-2.52025615,  2.44599123])"
1045,Ainet <70702>,GRBEZAKT-707,"array([-2.54177678,  2.4313027 ])"
1046,Rohrbach-Berg <41344>,GRBEZAKT-413,"array([-2.47715107,  2.38148943])"
1047,Tiefgraben <41742>,GRBEZAKT-417,"array([-2.4972159 ,  2.39973282])"
1048,Sankt Josef (Weststeiermark) <60326>,GRBEZAKT-603,"array([-2.55553911,  2.39878733])"
1049,Rauris <50617>,GRBEZAKT-506,"array([-2.49670227,  2.41047619])"
1050,Himberg <30732>,GRBEZAKT-307,"array([-2.51402309,  2.36818256])"
1051,Herzogenburg <31912>,GRBEZAKT-319,"array([-2.50044616,  2.37007848])"
1052,Schwanenstadt <41738>,GRBEZAKT-417,"array([-2.48754075,  2.39077939])"
1053,Sankt Peter ob Judenburg <62032>,GRBEZAKT-620,"array([-2.52626592,  2.41101038])"
1054,Flachau <50408>,GRBEZAKT-504,"array([-2.5114148 ,  2.40081076])"
1055,Oberperfuss <70337>,GRBEZAKT-703,"array([-2.51275279,  2.42112067])"
1056,Alberndorf in der Riedmark <41601>,GRBEZAKT-416,"array([-2.47918867,  2.37720384])"
1057,Erl <70510>,GRBEZAKT-705,"array([-2.51998904,  2.43212458])"
1058,Langen bei Bregenz <80222>,GRBEZAKT-802,"array([-2.53969241,  2.41836603])"
1059,Stallhofen <61624>,GRBEZAKT-616,"array([-2.55290715,  2.38428486])"
1060,Kössen <70412>,GRBEZAKT-704,"array([-2.50879057,  2.40734283])"
1061,Sankt Barbara im Mürztal <62145>,GRBEZAKT-621,"array([-2.52630957,  2.38045811])"
1062,Großweikersdorf <32110>,GRBEZAKT-321,"array([-2.50700836,  2.354664  ])"
1063,Kottes-Purk <32515>,GRBEZAKT-325,"array([-2.48608084,  2.34528708])"
1064,Halbenrain <62326>,GRBEZAKT-623,"array([-2.55610097,  2.3961626 ])"
1065,Lochen <40419>,GRBEZAKT-404,"array([-2.49235362,  2.41016707])"
1066,Frankenfels <31906>,GRBEZAKT-319,"array([-2.49598427,  2.35603325])"
1067,Hargelsberg <41006>,GRBEZAKT-410,"array([-2.48207573,  2.36557968])"
1068,Sankt Koloman <50211>,GRBEZAKT-502,"array([-2.48781931,  2.40377786])"
1069,Hirschegg-Pack <61629>,GRBEZAKT-616,"array([-2.56499105,  2.38727094])"
1070,Puch bei Hallein <50209>,GRBEZAKT-502,"array([-2.50602729,  2.39130517])"
1071,Gerlos <70912>,GRBEZAKT-709,"array([-2.49018574,  2.43239712])"
1072,Harmannsdorf <31207>,GRBEZAKT-312,"array([-2.50666106,  2.365497  ])"
1073,Wald am Schoberpaß <61119>,GRBEZAKT-611,"array([-2.55023024,  2.40508889])"
1074,Dobl-Zwaring <60660>,GRBEZAKT-606,"array([-2.53668712,  2.39145217])"
1075,Edelschrott <61627>,GRBEZAKT-616,"array([-2.55707825,  2.38556299])"
1076,Großrußbach <31205>,GRBEZAKT-312,"array([-2.51229029,  2.3605065 ])"
1077,Geras <31107>,GRBEZAKT-311,"array([-2.51299138,  2.34029579])"
1078,Wieselburg <32016>,GRBEZAKT-320,"array([-2.49127554,  2.36928354])"
1079,Miesenbach <32321>,GRBEZAKT-323,"array([-2.53292517,  2.33637893])"
1080,Wies <60351>,GRBEZAKT-603,"array([-2.54103099,  2.3869158 ])"
1081,Weitra <30942>,GRBEZAKT-309,"array([-2.49044766,  2.35695961])"
1082,Scheibbs <32013>,GRBEZAKT-320,"array([-2.49230315,  2.36519162])"
1083,Fraham <40504>,GRBEZAKT-405,"array([-2.47191062,  2.38849859])"
1084,Zell an der Pram <41430>,GRBEZAKT-414,"array([-2.47597127,  2.40483425])"
1085,Kumberg <60626>,GRBEZAKT-606,"array([-2.54866251,  2.38669213])"
1086,Langenwang <62116>,GRBEZAKT-621,"array([-2.52921153,  2.37872607])"
1087,Nüziders <80117>,GRBEZAKT-801,"array([-2.52985909,  2.40790171])"
1088,Lochau <80226>,GRBEZAKT-802,"array([-2.52787998,  2.40439295])"
1089,Molln <40909>,GRBEZAKT-409,"array([-2.48871625,  2.39223707])"
1090,Lend <50608>,GRBEZAKT-506,"array([-2.50640257,  2.40701959])"
1091,Proleb <61111>,GRBEZAKT-611,"array([-2.53192998,  2.37592789])"
1092,Tragöß-Sankt Katharein <62148>,GRBEZAKT-621,"array([-2.52415743,  2.38066708])"
1093,Göfis <80407>,GRBEZAKT-804,"array([-2.53410032,  2.40985129])"
1094,Wallsee-Sindelburg <30538>,GRBEZAKT-305,"array([-2.48414805,  2.37087822])"
1095,Goldwörth <41608>,GRBEZAKT-416,"array([-2.46063545,  2.37549183])"
1096,Schlaiten <70727>,GRBEZAKT-707,"array([-2.55304504,  2.44003867])"
1097,Brixlegg <70506>,GRBEZAKT-705,"array([-2.50892821,  2.41415114])"
1098,Krumbach <80221>,GRBEZAKT-802,"array([-2.54519944,  2.42470014])"
1099,Klausen-Leopoldsdorf <30616>,GRBEZAKT-306,"array([-2.50048187,  2.37397304])"
1100,Willendorf <31845>,GRBEZAKT-318,"array([-2.52521096,  2.36827248])"
1101,Sankt Gilgen <50330>,GRBEZAKT-503,"array([-2.50623068,  2.3890807 ])"
1102,Damüls <80209>,GRBEZAKT-802,"array([-2.56293134,  2.42552796])"
1103,Euratsfeld <30511>,GRBEZAKT-305,"array([-2.48338022,  2.36334096])"
1104,Hollenstein an der Ybbs <30516>,GRBEZAKT-305,"array([-2.48412886,  2.36717715])"
1105,Oed-Oehling <30522>,GRBEZAKT-305,"array([-2.47919306,  2.36422942])"
1106,Sankt Pantaleon-Erla <30529>,GRBEZAKT-305,"array([-2.48435845,  2.37526121])"
1107,Winklarn <30541>,GRBEZAKT-305,"array([-2.47413944,  2.35762373])"
1108,Marchegg <30835>,GRBEZAKT-308,"array([-2.51129309,  2.36235456])"
1109,Hirschbach <30917>,GRBEZAKT-309,"array([-2.48208127,  2.33217623])"
1110,Hoheneich <30920>,GRBEZAKT-309,"array([-2.49886771,  2.34855043])"
1111,Kirchberg am Walde <30921>,GRBEZAKT-309,"array([-2.48153647,  2.35042426])"
1112,Hadres <31015>,GRBEZAKT-310,"array([-2.51038512,  2.34822843])"
1113,Ravelsbach <31036>,GRBEZAKT-310,"array([-2.505681  ,  2.34950786])"
1114,Zellerndorf <31052>,GRBEZAKT-310,"array([-2.5144015 ,  2.34978126])"
1115,Gars am Kamp <31106>,GRBEZAKT-311,"array([-2.50566986,  2.35626629])"
1116,Rosenburg-Mold <31121>,GRBEZAKT-311,"array([-2.50024803,  2.34950848])"
1117,Weitersfeld <31129>,GRBEZAKT-311,"array([-2.50545426,  2.33888762])"
1118,Straning-Grafenberg <31130>,GRBEZAKT-311,"array([-2.52403229,  2.33268316])"
1119,Ernstbrunn <31203>,GRBEZAKT-312,"array([-2.51657769,  2.35884817])"
1120,Stockerau <31230>,GRBEZAKT-312,"array([-2.51143516,  2.36552097])"
1121,Aggsbach <31301>,GRBEZAKT-313,"array([-2.4761507 ,  2.34238224])"
1122,Bergern im Dunkelsteinerwald <31303>,GRBEZAKT-313,"array([-2.49278253,  2.34271808])"
1123,Dürnstein <31304>,GRBEZAKT-313,"array([-2.48676638,  2.34217481])"
1124,Grafenegg <31308>,GRBEZAKT-313,"array([-2.50404209,  2.35235363])"
1125,Furth bei Göttweig <31309>,GRBEZAKT-313,"array([-2.50222906,  2.35982449])"
1126,Gedersdorf <31310>,GRBEZAKT-313,"array([-2.49801268,  2.34271168])"
1127,Hadersdorf-Kammern <31315>,GRBEZAKT-313,"array([-2.49647429,  2.35811094])"
1128,Jaidhof <31319>,GRBEZAKT-313,"array([-2.49133208,  2.34064587])"
1129,Krumau am Kamp <31321>,GRBEZAKT-313,"array([-2.49327019,  2.33777899])"
1130,Langenlois <31322>,GRBEZAKT-313,"array([-2.50030035,  2.36466375])"
1131,Lengenfeld <31323>,GRBEZAKT-313,"array([-2.49804434,  2.33773104])"
1132,Lichtenau im Waldviertel <31324>,GRBEZAKT-313,"array([-2.48440651,  2.34981024])"
1133,Mautern an der Donau <31327>,GRBEZAKT-313,"array([-2.49489435,  2.35767341])"
1134,Mühldorf <31330>,GRBEZAKT-313,"array([-2.49358965,  2.34099193])"
1135,Paudorf <31333>,GRBEZAKT-313,"array([-2.49580043,  2.35096612])"
1136,Rastenfeld <31336>,GRBEZAKT-313,"array([-2.49543298,  2.34362842])"
1137,Rohrendorf bei Krems <31337>,GRBEZAKT-313,"array([-2.50113396,  2.34531295])"
1138,Rossatz-Arnsdorf <31338>,GRBEZAKT-313,"array([-2.49876198,  2.34395932])"
1139,Sankt Leonhard am Hornerwald <31340>,GRBEZAKT-313,"array([-2.51500408,  2.34029503])"
1140,Senftenberg <31343>,GRBEZAKT-313,"array([-2.49572999,  2.34813641])"
1141,Spitz <31344>,GRBEZAKT-313,"array([-2.48998937,  2.35012409])"
1142,Stratzing <31347>,GRBEZAKT-313,"array([-2.48326275,  2.33713492])"
1143,Weinzierl am Walde <31350>,GRBEZAKT-313,"array([-2.47867109,  2.34449462])"
1144,Weißenkirchen in der Wachau <31351>,GRBEZAKT-313,"array([-2.50019591,  2.3430091 ])"
1145,Schönberg am Kamp <31355>,GRBEZAKT-313,"array([-2.49753856,  2.3553391 ])"
1146,Droß <31356>,GRBEZAKT-313,"array([-2.49022532,  2.33794808])"
1147,Ramsau <31409>,GRBEZAKT-314,"array([-2.49303464,  2.35341997])"
1148,Dunkelsteinerwald <31507>,GRBEZAKT-315,"array([-2.49048777,  2.36247921])"
1149,Erlauf <31508>,GRBEZAKT-315,"array([-2.4788016 ,  2.35269691])"
1150,Kirnberg an der Mank <31515>,GRBEZAKT-315,"array([-2.47410779,  2.34809756])"
1151,Loosdorf <31520>,GRBEZAKT-315,"array([-2.49659706,  2.36601122])"
1152,Neumarkt an der Ybbs <31527>,GRBEZAKT-315,"array([-2.48002821,  2.36618799])"
1153,Persenbeug-Gottsdorf <31530>,GRBEZAKT-315,"array([-2.48656364,  2.36590435])"
1154,Gaaden <31706>,GRBEZAKT-317,"array([-2.5059752 ,  2.38103916])"
1155,Böheimkirchen <31903>,GRBEZAKT-319,"array([-2.49925023,  2.36667212])"
1156,Kirchberg an der Pielach <31918>,GRBEZAKT-319,"array([-2.49002445,  2.36492233])"
1157,Maria-Anzbach <31921>,GRBEZAKT-319,"array([-2.50127151,  2.37690962])"
1158,Neidling <31925>,GRBEZAKT-319,"array([-2.48873638,  2.3471092 ])"
1159,Obritzberg-Rust <31930>,GRBEZAKT-319,"array([-2.48672191,  2.35477187])"
1160,Statzendorf <31940>,GRBEZAKT-319,"array([-2.48992936,  2.3550448 ])"
1161,Wölbling <31948>,GRBEZAKT-319,"array([-2.49913704,  2.35504395])"
1162,Wieselburg-Land <32017>,GRBEZAKT-320,"array([-2.48783346,  2.36509133])"
1163,Absdorf <32101>,GRBEZAKT-321,"array([-2.49834792,  2.36956069])"
1164,Atzenbrugg <32104>,GRBEZAKT-321,"array([-2.50115671,  2.363549  ])"
1165,Fels am Wagram <32106>,GRBEZAKT-321,"array([-2.49904885,  2.35896198])"
1166,Grafenwörth <32107>,GRBEZAKT-321,"array([-2.50110689,  2.35564247])"
1167,Großriedenthal <32109>,GRBEZAKT-321,"array([-2.5036953 ,  2.33131148])"
1168,Kirchberg am Wagram <32114>,GRBEZAKT-321,"array([-2.50369917,  2.3589193 ])"
1169,Königsbrunn am Wagram <32115>,GRBEZAKT-321,"array([-2.50274519,  2.34892836])"
1170,Königstetten <32116>,GRBEZAKT-321,"array([-2.49927181,  2.37192259])"
1171,Michelhausen <32120>,GRBEZAKT-321,"array([-2.50447777,  2.36526293])"
1172,Sitzenberg-Reidling <32132>,GRBEZAKT-321,"array([-2.49549364,  2.36147273])"
1173,Karlstein an der Thaya <32209>,GRBEZAKT-322,"array([-2.50450026,  2.34113326])"
1174,Matzendorf-Hölles <32320>,GRBEZAKT-323,"array([-2.52538771,  2.37523604])"
1175,Arbesbach <32502>,GRBEZAKT-325,"array([-2.47870147,  2.34916374])"
1176,Grafenschlag <32506>,GRBEZAKT-325,"array([-2.49249277,  2.33156993])"
1177,Pölla <32520>,GRBEZAKT-325,"array([-2.50010215,  2.33965461])"
1178,Waldhausen <32529>,GRBEZAKT-325,"array([-2.48353527,  2.34543974])"
1179,Pfaffstätt <40431>,GRBEZAKT-404,"array([-2.49030658,  2.41994165])"
1180,Weibern <40833>,GRBEZAKT-408,"array([-2.47068604,  2.39265379])"
1181,Sankt Oswald bei Haslach <41333>,GRBEZAKT-413,"array([-2.44831005,  2.39036936])"
1182,Helfenberg <41345>,GRBEZAKT-413,"array([-2.46358342,  2.37878487])"
1183,Raab <41414>,GRBEZAKT-414,"array([-2.47809055,  2.40576249])"
1184,Hellmonsödt <41611>,GRBEZAKT-416,"array([-2.47607003,  2.37758904])"
1185,Radstadt <50417>,GRBEZAKT-504,"array([-2.51269297,  2.39372925])"
1186,Haselsdorf-Tobelbad <60618>,GRBEZAKT-606,"array([-2.55328656,  2.39613236])"
1187,Grinzens <70315>,GRBEZAKT-703,"array([-2.50792408,  2.43360237])"
1188,Gschnitz <70317>,GRBEZAKT-703,"array([-2.50232029,  2.45292547])"
1189,Lans <70325>,GRBEZAKT-703,"array([-2.5041418 ,  2.42911531])"
1190,Reith bei Kitzbühel <70414>,GRBEZAKT-704,"array([-2.50129042,  2.41212923])"
1191,Klaus <80409>,GRBEZAKT-804,"array([-2.53554868,  2.40335737])"
1192,Neustadtl an der Donau <30521>,GRBEZAKT-305,"array([-2.47686479,  2.36486539])"
1193,Sankt Peter in der Au <30530>,GRBEZAKT-305,"array([-2.4916856 ,  2.37282188])"
1194,Sonntagberg <30533>,GRBEZAKT-305,"array([-2.49224282,  2.37415427])"
1195,Hirtenberg <30615>,GRBEZAKT-306,"array([-2.50889513,  2.37579579])"
1196,Zistersdorf <30863>,GRBEZAKT-308,"array([-2.51489852,  2.35987514])"
1197,Schrems <30935>,GRBEZAKT-309,"array([-2.50034417,  2.35972871])"
1198,Mailberg <31025>,GRBEZAKT-310,"array([-2.50708454,  2.33198126])"
1199,Wullersdorf <31051>,GRBEZAKT-310,"array([-2.50305126,  2.35286274])"
1200,Korneuburg <31213>,GRBEZAKT-312,"array([-2.51065274,  2.36876515])"
1201,Eschenau <31402>,GRBEZAKT-314,"array([-2.49835309,  2.35056345])"
1202,Hohenberg <31404>,GRBEZAKT-314,"array([-2.49444429,  2.35240994])"
1203,Mitterbach am Erlaufsee <31408>,GRBEZAKT-314,"array([-2.49117954,  2.35957201])"
1204,Rohrbach an der Gölsen <31410>,GRBEZAKT-314,"array([-2.49666037,  2.34907635])"
1205,Sankt Aegyd am Neuwalde <31411>,GRBEZAKT-314,"array([-2.51227455,  2.35466956])"
1206,Traisen <31413>,GRBEZAKT-314,"array([-2.50256576,  2.36195349])"
1207,Türnitz <31414>,GRBEZAKT-314,"array([-2.50427338,  2.35488748])"
1208,Bischofstetten <31504>,GRBEZAKT-315,"array([-2.48800704,  2.34912481])"
1209,Kilb <31514>,GRBEZAKT-315,"array([-2.48795523,  2.36048839])"
1210,Krummnußbaum <31517>,GRBEZAKT-315,"array([-2.48021181,  2.35787096])"
1211,Leiben <31519>,GRBEZAKT-315,"array([-2.47804279,  2.35530608])"
1212,Mank <31521>,GRBEZAKT-315,"array([-2.49335657,  2.36007921])"
1213,Münichreith-Laimbach <31525>,GRBEZAKT-315,"array([-2.48205203,  2.35941   ])"
1214,Pöchlarn <31533>,GRBEZAKT-315,"array([-2.49262834,  2.36616978])"
1215,Pöggstall <31534>,GRBEZAKT-315,"array([-2.48915371,  2.36104239])"
1216,Sankt Leonhard am Forst <31539>,GRBEZAKT-315,"array([-2.4858132 ,  2.36252974])"
1217,Sankt Martin-Karlsbach <31540>,GRBEZAKT-315,"array([-2.47623028,  2.35924864])"
1218,Schollach <31543>,GRBEZAKT-315,"array([-2.47711892,  2.34622489])"
1219,Weiten <31546>,GRBEZAKT-315,"array([-2.47532729,  2.3528003 ])"
1220,Hausbrunn <31620>,GRBEZAKT-316,"array([-2.52613234,  2.34955674])"
1221,Rabensburg <31645>,GRBEZAKT-316,"array([-2.52732895,  2.35574126])"
1222,Gerersdorf <31907>,GRBEZAKT-319,"array([-2.5027477 ,  2.33731386])"
1223,Haunoldstein <31911>,GRBEZAKT-319,"array([-2.48373619,  2.34814059])"
1224,Kapelln <31915>,GRBEZAKT-319,"array([-2.49018801,  2.35295831])"
1225,Karlstetten <31916>,GRBEZAKT-319,"array([-2.48595303,  2.35684865])"
1226,Kasten bei Böheimkirchen <31917>,GRBEZAKT-319,"array([-2.49389454,  2.35871368])"
1227,Kirchstetten <31919>,GRBEZAKT-319,"array([-2.50405753,  2.36074891])"
1228,Markersdorf-Haindorf <31922>,GRBEZAKT-319,"array([-2.49161821,  2.35520327])"
1229,Michelbach <31923>,GRBEZAKT-319,"array([-2.48986598,  2.34354538])"
1230,Nußdorf ob der Traisen <31928>,GRBEZAKT-319,"array([-2.4877072 ,  2.35346784])"
1231,Ober-Grafendorf <31929>,GRBEZAKT-319,"array([-2.49796914,  2.36162439])"
1232,Rabenstein an der Pielach <31935>,GRBEZAKT-319,"array([-2.5004533 ,  2.35748208])"
1233,Sankt Margarethen an der Sierning <31938>,GRBEZAKT-319,"array([-2.48312492,  2.34218938])"
