# index, name, code, _pos
1824,Sankt Andrä im Lungau <50507>,GRBEZAKT-505,"array([-2.50163675,  2.40373533])"
1825,Werndorf <60655>,GRBEZAKT-606,"array([-2.54569254,  2.39283515])"
1826,Gaishorn am See <61256>,GRBEZAKT-612,"array([-2.53370181,  2.39542474])"
1827,Sautens <70218>,GRBEZAKT-702,"array([-2.50344512,  2.43140388])"
1828,Vils <70833>,GRBEZAKT-708,"array([-2.52713563,  2.43254366])"
1829,Pischelsdorf am Engelbach <40432>,GRBEZAKT-404,"array([-2.48336853,  2.41888425])"
1830,Geboltskirchen <40807>,GRBEZAKT-408,"array([-2.4717962 ,  2.40176143])"
1831,Neukirchen am Walde <40817>,GRBEZAKT-408,"array([-2.46722147,  2.40226412])"
1832,Pötting <40820>,GRBEZAKT-408,"array([-2.45067829,  2.40819498])"
1833,Sankt Georgen bei Grieskirchen <40825>,GRBEZAKT-408,"array([-2.46729252,  2.39885321])"
1834,Taufkirchen an der Trattnach <40829>,GRBEZAKT-408,"array([-2.47181753,  2.39788055])"
1835,Ort im Innkreis <41220>,GRBEZAKT-412,"array([-2.46824122,  2.40756202])"
1836,Pattigham <41221>,GRBEZAKT-412,"array([-2.47004303,  2.41598097])"
1837,Enzenkirchen <41408>,GRBEZAKT-414,"array([-2.46900238,  2.41292635])"
1838,Neukirchen an der Vöckla <41716>,GRBEZAKT-417,"array([-2.49214387,  2.39350388])"
1839,Oberndorf bei Schwanenstadt <41720>,GRBEZAKT-417,"array([-2.47273535,  2.38422951])"
1840,Bachmanning <41802>,GRBEZAKT-418,"array([-2.46516933,  2.39563247])"
1841,Pennewang <41815>,GRBEZAKT-418,"array([-2.46144938,  2.39363693])"
1842,Hof bei Salzburg <50319>,GRBEZAKT-503,"array([-2.50324978,  2.39704019])"
1843,Obsteig <70213>,GRBEZAKT-702,"array([-2.52016512,  2.42760943])"
1844,Wenns <70224>,GRBEZAKT-702,"array([-2.51604908,  2.43816975])"
1845,Leutasch <70326>,GRBEZAKT-703,"array([-2.51090534,  2.42058411])"
1846,Höhnhart <40415>,GRBEZAKT-404,"array([-2.47555129,  2.42103414])"
1847,Mining <40423>,GRBEZAKT-404,"array([-2.48272054,  2.42304412])"
1848,Moosbach <40424>,GRBEZAKT-404,"array([-2.47827414,  2.41803565])"
1849,Roßbach <40434>,GRBEZAKT-404,"array([-2.47496988,  2.42587914])"
1850,Weng im Innkreis <40446>,GRBEZAKT-404,"array([-2.47843061,  2.42121267])"
1851,Gurten <41208>,GRBEZAKT-412,"array([-2.47434173,  2.41328557])"
1852,Kirchdorf am Inn <41210>,GRBEZAKT-412,"array([-2.46348722,  2.41727377])"
1853,Mühlheim am Inn <41217>,GRBEZAKT-412,"array([-2.47372763,  2.42293183])"
1854,Senftenbach <41230>,GRBEZAKT-412,"array([-2.46202778,  2.40561455])"
1855,Freinberg <41410>,GRBEZAKT-414,"array([-2.47425857,  2.41612293])"
1856,Tumeltsham <41232>,GRBEZAKT-412,"array([-2.47103921,  2.40429309])"
1857,Berwang <70802>,GRBEZAKT-708,"array([-2.52657597,  2.4464791 ])"
1858,Auerbach <40403>,GRBEZAKT-404,"array([-2.48032995,  2.428085  ])"
1859,Perwang am Grabensee <40430>,GRBEZAKT-404,"array([-2.488468  ,  2.42365655])"
1860,Ostermiething <40428>,GRBEZAKT-404,"array([-2.48956128,  2.41318771])"
1861,Schwand im Innkreis <40442>,GRBEZAKT-404,"array([-2.47678588,  2.42911956])"
1862,Überackern <40445>,GRBEZAKT-404,"array([-2.47729775,  2.43249746])"
1863,Sankt Roman <41420>,GRBEZAKT-414,"array([-2.47300121,  2.418893  ])"
1864,Ampflwang im Hausruckwald <41701>,GRBEZAKT-417,"array([-2.49090072,  2.39461919])"
1865,Neukirchen am Großvenediger <50614>,GRBEZAKT-506,"array([-2.51520351,  2.41437166])"
1866,Sankt Leonhard im Pitztal <70217>,GRBEZAKT-702,"array([-2.52497047,  2.43408696])"
1867,Scharnitz <70348>,GRBEZAKT-703,"array([-2.52134131,  2.42335494])"
1868,Weißenbach am Lech <70836>,GRBEZAKT-708,"array([-2.53249303,  2.43903957])"
1869,Schildorn <41229>,GRBEZAKT-412,"array([-2.46633968,  2.41477716])"
1870,Göming <50313>,GRBEZAKT-503,"array([-2.48328017,  2.42640962])"
1871,Lamprechtshausen <50322>,GRBEZAKT-503,"array([-2.49721475,  2.40673725])"
1872,Berndorf bei Salzburg <50304>,GRBEZAKT-503,"array([-2.49339163,  2.41448598])"
1873,Haigermoos <40411>,GRBEZAKT-404,"array([-2.48224788,  2.43234067])"
1874,Seeham <50332>,GRBEZAKT-503,"array([-2.49661757,  2.40856033])"
1875,Uttendorf <50624>,GRBEZAKT-506,"array([-2.50302414,  2.40340641])"
1876,Pram <40822>,GRBEZAKT-408,"array([-2.47358389,  2.40371746])"
1877,Gampern <41711>,GRBEZAKT-417,"array([-2.47838237,  2.39672873])"
1878,Patsch <70338>,GRBEZAKT-703,"array([-2.51393479,  2.43623607])"
1879,Mötz <70211>,GRBEZAKT-702,"array([-2.49947435,  2.41983479])"
1880,Schleedorf <50331>,GRBEZAKT-503,"array([-2.4807134 ,  2.41010641])"
1881,Sankt Georgen bei Obernberg am Inn <41226>,GRBEZAKT-412,"array([-2.46092893,  2.42089833])"
1882,Frankenburg am Hausruck <41709>,GRBEZAKT-417,"array([-2.49109316,  2.39743025])"
1883,Peterskirchen <41222>,GRBEZAKT-412,"array([-2.4631336 ,  2.42322913])"
1884,Silz <70219>,GRBEZAKT-702,"array([-2.51225769,  2.42312461])"
1885,Arbing <41102>,GRBEZAKT-411,"array([-2.46721946,  2.36896379])"
1886,Eschenau im Hausruckkreis <40804>,GRBEZAKT-408,"array([-2.45956113,  2.41196211])"
1887,Sankt Thomas <40826>,GRBEZAKT-408,"array([-2.44923476,  2.40259963])"
1888,Mäder <80412>,GRBEZAKT-804,"array([-2.53592601,  2.40919247])"
1889,Angerberg <70528>,GRBEZAKT-705,"array([-2.49871306,  2.42323348])"
1890,Dienten am Hochkönig <50603>,GRBEZAKT-506,"array([-2.48674639,  2.42992331])"
1891,Kaltenberg <40606>,GRBEZAKT-406,"array([-2.49155078,  2.36113789])"
1892,Steinberg am Rofan <70929>,GRBEZAKT-709,"array([-2.48466624,  2.44522346])"
1893,Tschagguns <80128>,GRBEZAKT-801,"array([-2.53584562,  2.4152119 ])"
1894,Weitersfelden <40625>,GRBEZAKT-406,"array([-2.46338067,  2.36088806])"
1895,Hörbich <41311>,GRBEZAKT-413,"array([-2.44165776,  2.37829709])"
1896,Redlham <41730>,GRBEZAKT-417,"array([-2.47343644,  2.38216018])"
1897,Ungenach <41744>,GRBEZAKT-417,"array([-2.47663768,  2.39865133])"
1898,Fendels <70602>,GRBEZAKT-706,"array([-2.50375032,  2.4651482 ])"
1899,Weißenkirchen im Attergau <41748>,GRBEZAKT-417,"array([-2.47271332,  2.41184753])"
1900,Rußbach am Paß Gschütt <50210>,GRBEZAKT-502,"array([-2.48609814,  2.42668389])"
1901,Pilsbach <41724>,GRBEZAKT-417,"array([-2.47048726,  2.41176089])"
1902,Scheffau am Tennengebirge <50212>,GRBEZAKT-502,"array([-2.50436146,  2.38730389])"
1903,Kleinarl <50414>,GRBEZAKT-504,"array([-2.5041117 ,  2.38322014])"
1904,Sankt Martin am Tennengebirge <50419>,GRBEZAKT-504,"array([-2.49886054,  2.4077842 ])"
1905,Pitzenberg <41725>,GRBEZAKT-417,"array([-2.45514541,  2.39562775])"
1906,Zell am Pettenfirst <41752>,GRBEZAKT-417,"array([-2.47082047,  2.395861  ])"
1907,Rietz <70215>,GRBEZAKT-702,"array([-2.50178146,  2.42630635])"
1908,Wängle <70835>,GRBEZAKT-708,"array([-2.52916844,  2.44027477])"
1909,Lobmingtal <62039>,GRBEZAKT-620,"array([-2.53608447,  2.40107646])"
1910,Rutzenham <41733>,GRBEZAKT-417,"array([-2.44382946,  2.39852736])"
1911,Rottenbach <40823>,GRBEZAKT-408,"array([-2.46299399,  2.4026755 ])"
1912,Wendling <40834>,GRBEZAKT-408,"array([-2.45454884,  2.40379453])"
1913,Reith bei Seefeld <70344>,GRBEZAKT-703,"array([-2.5063213 ,  2.41533009])"
1914,Hohentauern <62010>,GRBEZAKT-620,"array([-2.55816326,  2.38726658])"
1915,Hengsberg <61017>,GRBEZAKT-610,"array([-2.55773447,  2.39539853])"
1916,Tulfes <70360>,GRBEZAKT-703,"array([-2.51235364,  2.42664143])"
1917,Holzgau <70817>,GRBEZAKT-708,"array([-2.52804903,  2.45451379])"
1918,Edlbach <40901>,GRBEZAKT-409,"array([-2.49092146,  2.386137  ])"
1919,Rüstorf <41732>,GRBEZAKT-417,"array([-2.47377479,  2.39039689])"
1920,Finkenberg <70908>,GRBEZAKT-709,"array([-2.51151092,  2.43063369])"
1921,Schönberg im Stubaital <70350>,GRBEZAKT-703,"array([-2.5062725 ,  2.42363467])"
1922,Rainbach im Innkreis <41415>,GRBEZAKT-414,"array([-2.47540824,  2.4178294 ])"
1923,Lichtenau im Mühlkreis <41319>,GRBEZAKT-413,"array([-2.44614729,  2.3796792 ])"
1924,Navis <70333>,GRBEZAKT-703,"array([-2.51116838,  2.43785512])"
1925,Atzesberg <41306>,GRBEZAKT-413,"array([-2.44269189,  2.3878375 ])"
1926,Krispl <50206>,GRBEZAKT-502,"array([-2.5244677 ,  2.42117394])"
1927,Schwarzach <80235>,GRBEZAKT-802,"array([-2.53799547,  2.40499884])"
1928,Wettmannstätten <60341>,GRBEZAKT-603,"array([-2.54989001,  2.39781754])"
1929,Oberkappel <41324>,GRBEZAKT-413,"array([-2.46176731,  2.39132866])"
1930,Bruck am Ziller <70904>,GRBEZAKT-709,"array([-2.50367027,  2.44095671])"
1931,Rechberg <41117>,GRBEZAKT-411,"array([-2.46200547,  2.36342664])"
1932,Mortantsch <61730>,GRBEZAKT-617,"array([-2.56328786,  2.38447472])"
1933,Niklasdorf <61110>,GRBEZAKT-611,"array([-2.52316282,  2.3845667 ])"
1934,Andelsbuch <80202>,GRBEZAKT-802,"array([-2.5441396 ,  2.41251608])"
1935,Andrichsfurt <41201>,GRBEZAKT-412,"array([-2.45910168,  2.40910917])"
1936,Wippenham <41236>,GRBEZAKT-412,"array([-2.45609731,  2.41251191])"
1937,Redleiten <41729>,GRBEZAKT-417,"array([-2.46890431,  2.42254586])"
1938,Mörschwang <41216>,GRBEZAKT-412,"array([-2.4508279 ,  2.41754228])"
1939,Sigharting <41424>,GRBEZAKT-414,"array([-2.46669799,  2.41740807])"
1940,Nebelberg <41320>,GRBEZAKT-413,"array([-2.44370946,  2.37313247])"
1941,Amlach <70703>,GRBEZAKT-707,"array([-2.55046049,  2.43383017])"
1942,Bartholomäberg <80101>,GRBEZAKT-801,"array([-2.54131045,  2.41627917])"
1943,Kaunerberg <70610>,GRBEZAKT-706,"array([-2.49398747,  2.45443268])"
1944,Hüttschlag <50413>,GRBEZAKT-504,"array([-2.48893834,  2.4274928 ])"
1945,Mellau <80227>,GRBEZAKT-802,"array([-2.5518896 ,  2.41600494])"
1946,Hollersbach im Pinzgau <50605>,GRBEZAKT-506,"array([-2.49595764,  2.42384722])"
1947,Niederthalheim <41717>,GRBEZAKT-417,"array([-2.45986414,  2.398702  ])"
1948,Pühret <41728>,GRBEZAKT-417,"array([-2.45149532,  2.39446856])"
1949,Wattenberg <70366>,GRBEZAKT-703,"array([-2.50597788,  2.44333205])"
1950,Oberwang <41721>,GRBEZAKT-417,"array([-2.48848141,  2.41513399])"
1951,Sankt Kathrein am Hauenstein <61744>,GRBEZAKT-617,"array([-2.56767293,  2.36893658])"
1952,Terfens <70933>,GRBEZAKT-709,"array([-2.51452911,  2.42276199])"
1953,Großklein <61013>,GRBEZAKT-610,"array([-2.55526344,  2.39406569])"
1954,Waidring <70419>,GRBEZAKT-704,"array([-2.50331359,  2.4082704 ])"
1955,Wildalpen <61251>,GRBEZAKT-612,"array([-2.47335639,  2.36455093])"
1956,Lessach <50502>,GRBEZAKT-505,"array([-2.53839882,  2.43249975])"
1957,Ramingstein <50506>,GRBEZAKT-505,"array([-2.51901707,  2.40760248])"
1958,Fusch an der Großglocknerstraße <50604>,GRBEZAKT-506,"array([-2.4936744 ,  2.41823653])"
1959,Stuhlfelden <50621>,GRBEZAKT-506,"array([-2.49300505,  2.42106834])"
1960,Sankt Peter-Freienstein <61114>,GRBEZAKT-611,"array([-2.52979659,  2.39396549])"
1961,Seckau <62034>,GRBEZAKT-620,"array([-2.54629604,  2.37669706])"
1962,Sankt Jakob in Haus <70415>,GRBEZAKT-704,"array([-2.49263394,  2.42747968])"
1963,Münster <70517>,GRBEZAKT-705,"array([-2.51565882,  2.42127298])"
1964,Obertilliach <70721>,GRBEZAKT-707,"array([-2.54128135,  2.44299849])"
1965,Nesselwängle <70824>,GRBEZAKT-708,"array([-2.53108065,  2.44913242])"
1966,Gaißau <80214>,GRBEZAKT-802,"array([-2.53807964,  2.41615207])"
1967,Sankt Veit in Defereggen <70726>,GRBEZAKT-707,"array([-2.54435337,  2.43614171])"
1968,Weiler <80423>,GRBEZAKT-804,"array([-2.539767  ,  2.41231656])"
1969,Lieboch <60629>,GRBEZAKT-606,"array([-2.54049591,  2.38558957])"
1970,Forstau <50409>,GRBEZAKT-504,"array([-2.52998294,  2.42765981])"
1971,Reuthe <80230>,GRBEZAKT-802,"array([-2.55778741,  2.41414135])"
1972,Hintersee <50318>,GRBEZAKT-503,"array([-2.46429264,  2.39213481])"
1973,Rattenberg <70521>,GRBEZAKT-705,"array([-2.50169743,  2.4292805 ])"
1974,Raggal <80118>,GRBEZAKT-801,"array([-2.54931934,  2.41692235])"
1975,Hochfilzen <70405>,GRBEZAKT-704,"array([-2.49352288,  2.42383448])"
1976,Stallehr <80125>,GRBEZAKT-801,"array([-2.55415208,  2.43045039])"
1977,Zellberg <70941>,GRBEZAKT-709,"array([-2.49444219,  2.44813011])"
1978,Sankt Gerold <80121>,GRBEZAKT-801,"array([-2.56406728,  2.41196779])"
1979,Sonntag <80124>,GRBEZAKT-801,"array([-2.56312751,  2.41864412])"
1980,Aich <61254>,GRBEZAKT-612,"array([-2.50515959,  2.39676219])"
1981,Weißpriach <50514>,GRBEZAKT-505,"array([-2.54785018,  2.43867662])"
1982,Pflach <70826>,GRBEZAKT-708,"array([-2.51406996,  2.43927757])"
1983,Geistthal-Södingberg <61628>,GRBEZAKT-616,"array([-2.55825278,  2.39239524])"
1984,Obernberg am Brenner <70336>,GRBEZAKT-703,"array([-2.53480077,  2.44534501])"
1985,Viehhofen <50625>,GRBEZAKT-506,"array([-2.49077042,  2.42483631])"
1986,Krimml <50607>,GRBEZAKT-506,"array([-2.50246609,  2.43768472])"
1987,Lorüns <80114>,GRBEZAKT-801,"array([-2.55801105,  2.42099862])"
1988,Peggau <60632>,GRBEZAKT-606,"array([-2.54260226,  2.37873649])"
1989,Gutenberg-Stenzengreith <61761>,GRBEZAKT-617,"array([-2.56277637,  2.37961129])"
1990,Nassereith <70212>,GRBEZAKT-702,"array([-2.51424134,  2.43066015])"
1991,Übersaxen <80421>,GRBEZAKT-804,"array([-2.54908   ,  2.42663114])"
1992,Kaltenbach <70918>,GRBEZAKT-709,"array([-2.50356375,  2.43476783])"
1993,Pölfing-Brunn <60323>,GRBEZAKT-603,"array([-2.54651909,  2.39929395])"
1994,Sankt Peter im Sulmtal <60329>,GRBEZAKT-603,"array([-2.55744002,  2.40116913])"
1995,Stiwoll <60647>,GRBEZAKT-606,"array([-2.56996614,  2.38637428])"
1996,Weinitzen <60654>,GRBEZAKT-606,"array([-2.54700075,  2.39397602])"
1997,Nestelbach bei Graz <60666>,GRBEZAKT-606,"array([-2.54555446,  2.38026756])"
1998,Sankt Johann im Saggautal <61032>,GRBEZAKT-610,"array([-2.55731805,  2.38418788])"
1999,Schwarzautal <61057>,GRBEZAKT-610,"array([-2.55585584,  2.39144512])"
2000,Mooskirchen <61615>,GRBEZAKT-616,"array([-2.550328  ,  2.38513607])"
2001,Sankt Martin am Wöllmißberg <61621>,GRBEZAKT-616,"array([-2.56854698,  2.39048291])"
2002,Söding-Sankt Johann <61633>,GRBEZAKT-616,"array([-2.54552631,  2.38730264])"
2003,Naas <61731>,GRBEZAKT-617,"array([-2.56719875,  2.38235193])"
2004,Puch bei Weiz <61740>,GRBEZAKT-617,"array([-2.56264293,  2.37632152])"
2005,Ratten <61741>,GRBEZAKT-617,"array([-2.55428604,  2.37152894])"
2006,Thannhausen <61751>,GRBEZAKT-617,"array([-2.55926412,  2.38241459])"
2007,Fladnitz an der Teichalm <61758>,GRBEZAKT-617,"array([-2.5597486 ,  2.38416548])"
2008,Gersdorf an der Feistritz <61759>,GRBEZAKT-617,"array([-2.5590949 ,  2.37361543])"
2009,Breitenau am Hochlantsch <62105>,GRBEZAKT-621,"array([-2.55132162,  2.37436986])"
2010,Pernegg an der Mur <62125>,GRBEZAKT-621,"array([-2.54077534,  2.3777753 ])"
2011,Jagerberg <62330>,GRBEZAKT-623,"array([-2.56499994,  2.39243476])"
2012,Klöch <62335>,GRBEZAKT-623,"array([-2.56063441,  2.39731276])"
2013,Mettersdorf am Saßbach <62343>,GRBEZAKT-623,"array([-2.56219336,  2.39483396])"
2014,Tieschen <62368>,GRBEZAKT-623,"array([-2.55817767,  2.39799588])"
2015,Mureck <62383>,GRBEZAKT-623,"array([-2.54372558,  2.38571084])"
2016,Sankt Peter am Ottersbach <62388>,GRBEZAKT-623,"array([-2.55285471,  2.38642651])"
2017,Kolsass <70322>,GRBEZAKT-703,"array([-2.5145241 ,  2.42800269])"
2018,Wildermieming <70368>,GRBEZAKT-703,"array([-2.50887265,  2.43828188])"
2019,Grins <70607>,GRBEZAKT-706,"array([-2.50645655,  2.43984586])"
2020,Pians <70618>,GRBEZAKT-706,"array([-2.51729523,  2.44160032])"
2021,Zams <70630>,GRBEZAKT-706,"array([-2.51419181,  2.4253767 ])"
2022,Kals am Großglockner <70712>,GRBEZAKT-707,"array([-2.53501055,  2.43144214])"
2023,Lavant <70714>,GRBEZAKT-707,"array([-2.55904848,  2.42726803])"
2024,Hart im Zillertal <70915>,GRBEZAKT-709,"array([-2.5053594 ,  2.43669437])"
2025,Kraubath an der Mur <61107>,GRBEZAKT-611,"array([-2.54797669,  2.39608105])"
2026,Pöllauberg <62235>,GRBEZAKT-622,"array([-2.55001859,  2.37102375])"
2027,Kennelbach <80220>,GRBEZAKT-802,"array([-2.53855879,  2.40772766])"
2028,Radmer <61112>,GRBEZAKT-611,"array([-2.49504444,  2.41974613])"
2029,Langenegg <80223>,GRBEZAKT-802,"array([-2.54353925,  2.421312  ])"
2030,Sulzberg <80238>,GRBEZAKT-802,"array([-2.54356032,  2.41448264])"
2031,Kolsassberg <70323>,GRBEZAKT-703,"array([-2.52136321,  2.43643997])"
2032,Schwendau <70927>,GRBEZAKT-709,"array([-2.49604108,  2.43382124])"
2033,Gasen <61711>,GRBEZAKT-617,"array([-2.57111138,  2.37875637])"
2034,Fischbach <61708>,GRBEZAKT-617,"array([-2.55954654,  2.3699258 ])"
2035,Miesenbach bei Birkfeld <61728>,GRBEZAKT-617,"array([-2.57186872,  2.36967851])"
2036,Sankt Kathrein am Offenegg <61745>,GRBEZAKT-617,"array([-2.56526425,  2.37435914])"
2037,Kaunertal <70611>,GRBEZAKT-706,"array([-2.49764741,  2.44660428])"
2038,Polling in Tirol <70342>,GRBEZAKT-703,"array([-2.52395261,  2.42959119])"
2039,Au <80203>,GRBEZAKT-802,"array([-2.55358719,  2.41229139])"
2040,Bezau <80204>,GRBEZAKT-802,"array([-2.54433678,  2.41003065])"
2041,Vals <70362>,GRBEZAKT-703,"array([-2.51468936,  2.44768431])"
2042,Hopfgarten in Defereggen <70709>,GRBEZAKT-707,"array([-2.5470675 ,  2.43508845])"
2043,Innervillgraten <70710>,GRBEZAKT-707,"array([-2.54481241,  2.44148572])"
2044,Arzl im Pitztal <70201>,GRBEZAKT-702,"array([-2.51676898,  2.42784232])"
2045,See <70623>,GRBEZAKT-706,"array([-2.50019089,  2.44014326])"
2046,Jerzens <70205>,GRBEZAKT-702,"array([-2.52078794,  2.43989166])"
2047,Karrösten <70207>,GRBEZAKT-702,"array([-2.50910248,  2.44230391])"
2048,Längenfeld <70208>,GRBEZAKT-702,"array([-2.50992944,  2.41318493])"
2049,Tarrenz <70222>,GRBEZAKT-702,"array([-2.50577862,  2.42547257])"
2050,Birgitz <70306>,GRBEZAKT-703,"array([-2.51833109,  2.42606812])"
2051,Ellbögen <70307>,GRBEZAKT-703,"array([-2.52995463,  2.43276218])"
2052,Gries am Brenner <70313>,GRBEZAKT-703,"array([-2.52691638,  2.42589659])"
2053,Schmirn <70349>,GRBEZAKT-703,"array([-2.51542612,  2.45026444])"
2054,Sellrain <70352>,GRBEZAKT-703,"array([-2.49945578,  2.43797204])"
2055,Sistrans <70353>,GRBEZAKT-703,"array([-2.52379787,  2.417833  ])"
2056,Unterperfuss <70361>,GRBEZAKT-703,"array([-2.50607853,  2.44937798])"
2057,Niederndorf <70518>,GRBEZAKT-705,"array([-2.51918512,  2.42455844])"
2058,Faggen <70601>,GRBEZAKT-706,"array([-2.51183012,  2.46106264])"
2059,Flirsch <70605>,GRBEZAKT-706,"array([-2.51418397,  2.44165279])"
2060,Schönwies <70622>,GRBEZAKT-706,"array([-2.5186642 ,  2.43523228])"
2061,Virgen <70734>,GRBEZAKT-707,"array([-2.53206576,  2.42958696])"
2062,Bach <70801>,GRBEZAKT-708,"array([-2.53097634,  2.44594562])"
2063,Ehenbichl <70806>,GRBEZAKT-708,"array([-2.52419069,  2.44202422])"
2064,Forchach <70810>,GRBEZAKT-708,"array([-2.5310257 ,  2.45932535])"
2065,Grän <70811>,GRBEZAKT-708,"array([-2.52141448,  2.44348476])"
2066,Stanzach <70830>,GRBEZAKT-708,"array([-2.52197913,  2.45501725])"
2067,Vorderhornbach <70834>,GRBEZAKT-708,"array([-2.53693853,  2.45881382])"
2068,Stumm <70931>,GRBEZAKT-709,"array([-2.50193086,  2.43250825])"
2069,Weerberg <70938>,GRBEZAKT-709,"array([-2.51587671,  2.43133436])"
2070,Röns <80415>,GRBEZAKT-804,"array([-2.55222736,  2.42737942])"
2071,Imsterberg <70204>,GRBEZAKT-702,"array([-2.5034079 ,  2.44709577])"
2072,Karres <70206>,GRBEZAKT-702,"array([-2.51217859,  2.45444843])"
2073,Mils bei Imst <70210>,GRBEZAKT-702,"array([-2.50042286,  2.44911363])"
2074,Sankt Anton im Montafon <80119>,GRBEZAKT-801,"array([-2.53980587,  2.42566568])"
2075,Tobadill <70628>,GRBEZAKT-706,"array([-2.5165202 ,  2.45400948])"
2076,Tösens <70629>,GRBEZAKT-706,"array([-2.51141918,  2.44960083])"
2077,Jungholz <70818>,GRBEZAKT-708,"array([-2.5435292 ,  2.46026049])"
2078,Schröcken <80234>,GRBEZAKT-802,"array([-2.56854662,  2.42466789])"
2079,Stanz bei Landeck <70626>,GRBEZAKT-706,"array([-2.50824108,  2.45145681])"
2080,Pinswang <70827>,GRBEZAKT-708,"array([-2.53310938,  2.45342897])"
2081,Brandenberg <70504>,GRBEZAKT-705,"array([-2.49295991,  2.42998613])"
2082,Gallzein <70911>,GRBEZAKT-709,"array([-2.52986645,  2.43597913])"
2083,Kaisers <70819>,GRBEZAKT-708,"array([-2.54720954,  2.46839871])"
2084,Heiterwang <70814>,GRBEZAKT-708,"array([-2.52317343,  2.4515235 ])"
2085,Sankt Sigmund im Sellrain <70347>,GRBEZAKT-703,"array([-2.50237608,  2.45801337])"
2086,Stummerberg <70932>,GRBEZAKT-709,"array([-2.49150516,  2.44172999])"
2087,Schwendt <70418>,GRBEZAKT-704,"array([-2.49362469,  2.4360149 ])"
2088,Rettenschöss <70523>,GRBEZAKT-705,"array([-2.52333016,  2.44805189])"
2089,Niederndorferberg <70519>,GRBEZAKT-705,"array([-2.51801696,  2.44779916])"
2090,Hainzenberg <70914>,GRBEZAKT-709,"array([-2.49196454,  2.44486916])"
2091,Spiss <70625>,GRBEZAKT-706,"array([-2.51129705,  2.47234855])"
2092,Untertilliach <70733>,GRBEZAKT-707,"array([-2.55174395,  2.45269734])"
2093,Namlos <70823>,GRBEZAKT-708,"array([-2.53874961,  2.47746182])"
2094,Musau <70822>,GRBEZAKT-708,"array([-2.52228712,  2.46018272])"
2095,Hinterhornbach <70815>,GRBEZAKT-708,"array([-2.5298721 ,  2.48619546])"
2096,Gramais <70812>,GRBEZAKT-708,"array([-2.50824929,  2.48209519])"
2097,Schattwald <70829>,GRBEZAKT-708,"array([-2.53610471,  2.45010615])"
2098,Zöblen <70837>,GRBEZAKT-708,"array([-2.52754486,  2.46510642])"
2099,Gerlosberg <70913>,GRBEZAKT-709,"array([-2.4961514 ,  2.45792029])"
2100,Warth <80239>,GRBEZAKT-802,"array([-2.54287335,  2.43927665])"
2101,Thüringerberg <80127>,GRBEZAKT-801,"array([-2.55233584,  2.42360505])"
2102,Sibratsgfäll <80237>,GRBEZAKT-802,"array([-2.56404645,  2.43046481])"
2103,Fontanella <80109>,GRBEZAKT-801,"array([-2.56719483,  2.42038686])"
2104,Bizau <80206>,GRBEZAKT-802,"array([-2.55484611,  2.4201173 ])"
2105,Fraxern <80406>,GRBEZAKT-804,"array([-2.5469382 ,  2.42258744])"
2106,Eichenberg <80212>,GRBEZAKT-802,"array([-2.55980375,  2.41730114])"
2107,Düns <80402>,GRBEZAKT-804,"array([-2.56340622,  2.40795936])"
2108,Dünserberg <80403>,GRBEZAKT-804,"array([-2.57289545,  2.41910866])"
2109,Buch <80208>,GRBEZAKT-802,"array([-2.55545747,  2.42604666])"
2110,Doren <80210>,GRBEZAKT-802,"array([-2.55095389,  2.41317491])"
2111,Schnepfau <80232>,GRBEZAKT-802,"array([-2.55854818,  2.43067594])"
2112,Schoppernau <80233>,GRBEZAKT-802,"array([-2.55587765,  2.42289267])"
2113,Möggers <80229>,GRBEZAKT-802,"array([-2.56665457,  2.40821876])"
2114,Viktorsberg <80422>,GRBEZAKT-804,"array([-2.56091902,  2.42205883])"
